KIC,Period,teff,logg,radius,mass,dens
10166297,9.62,5798.0,4.289,1.159,0.9520000000000001,0.8623
9508956,13.807,5895.0,4.285,1.124,0.888,0.8812
4648919,13.409,5876.0,4.237,1.257,0.995,0.7061
11770476,9.422,6006.0,3.85,2.193,1.242,0.1659
10716350,15.207,5334.0,4.0139999999999985,1.628,0.9990000000000001,0.3261
8248342,19.153,5941.0,4.355,1.025,0.867,1.134
11080134,16.939,5930.0,3.831,2.02,1.0070000000000001,0.1721
3234139,54.159,5984.0,4.2639999999999985,1.206,0.975,0.782
10802368,11.769,5355.0,4.022,1.533,0.903,0.3527
7585737,12.978,6018.0,4.231,1.243,0.958,0.703
5534208,46.817,5425.0,3.922,1.995,1.212,0.2151
3847907,0.874,5646.0,4.37,1.08,0.996,1.114
11495219,14.503,5921.0,4.364,1.09,1.002,1.09
7255850,0.0,5765.0,4.356,1.05,0.915,1.112
8695149,14.793,5884.0,4.238,1.295,1.058,0.6865
4640996,22.974,5830.0,4.1,1.505,1.04,0.4299
5164549,15.458,5631.0,4.187,1.259,0.889,0.6285
5903003,46.78,5676.0,4.38,1.006,0.8859999999999999,1.227
11657526,44.945,5296.0,4.056,1.499,0.932,0.3897
4830074,13.718,5633.0,4.312,1.091,0.89,0.9667
9973591,14.33,5704.0,4.03,1.456,0.828,0.3781
10054132,15.919,5519.0,3.751,2.496,1.28,0.116
6877490,11.558,5750.0,4.384,1.044,0.961,1.19
8782968,20.898,5725.0,3.663,2.903,1.4140000000000001,0.08141
10653094,11.816,5865.0,4.018,1.5930000000000002,0.9640000000000001,0.3359
12519373,9.431,5416.0,3.748,2.293,1.0759999999999998,0.1256
7460461,11.46,5714.0,4.109,1.479,1.026,0.4464
5360750,15.692,5778.0,4.29,1.171,0.9740000000000001,0.855
11286311,13.255,5443.0,4.36,1.008,0.848,1.165
12058612,18.115,5237.0,3.776,1.958,0.835,0.1567
10387636,18.537,5906.0,4.369,1.094,1.021,1.099
5397629,23.178,5934.0,4.306,1.056,0.823,0.9834
3733529,16.749,5753.0,4.148,1.421,1.034,0.5075
9821777,12.32,5948.0,4.329,1.088,0.919,1.006
7839949,15.089,5835.0,4.034,1.555,0.9540000000000001,0.3577
7014675,16.039,5945.0,4.364,1.019,0.8759999999999999,1.166
4992155,18.154,5556.0,4.25,1.211,0.953,0.7547
3633559,14.684,5729.0,4.1530000000000005,1.298,0.8740000000000001,0.5626
10121794,16.454,6053.0,3.962,2.014,1.355,0.2337
4991538,0.0,5755.0,4.395,1.005,0.915,1.269
9049300,0.0,5490.0,3.993,1.733,1.078,0.2918
7969605,13.7,5310.0,3.729,2.579,1.2990000000000002,0.1067
2847186,18.314,5658.0,4.033,1.582,0.985,0.3504
6956214,15.637,5600.0,4.354,1.086,0.971,1.067
9176145,14.31,5365.0,4.02,1.533,0.899,0.3513
8714686,16.686,5504.0,3.989,1.665,0.985,0.3006
2304010,21.529,5614.0,4.096,1.505,1.032,0.4261
3109550,28.05,5513.0,4.1789999999999985,1.286,0.9109999999999999,0.6027
7664357,15.47,6018.0,3.795,2.255,1.156,0.1421
9096204,16.701,5930.0,4.348,1.118,1.016,1.024
6773781,17.683,5749.0,4.261,1.102,0.809,0.8505
8751420,25.517,5297.0,3.697,2.568,1.197,0.09952
11497891,22.039,5274.0,3.987,1.598,0.905,0.3124
9481654,16.029,5654.0,3.996,1.6780000000000002,1.018,0.3034
7966959,17.153,6026.0,3.649,2.947,1.4140000000000001,0.0778
10604297,11.543,5989.0,4.007,1.565,0.9079999999999999,0.3334
4672156,18.496,5538.0,4.3439999999999985,1.031,0.858,1.101
4138537,14.168,5492.0,4.3580000000000005,1.003,0.8370000000000001,1.167
6309545,0.0,5503.0,3.901,1.676,0.815,0.2438
9018948,10.823,5941.0,4.373,1.082,1.0090000000000001,1.122
8265521,0.0,5691.0,4.022,1.556,0.93,0.3478
12071614,10.736,5893.0,3.677,2.8510000000000004,1.411,0.08578
12208483,30.846,5372.0,4.093,1.472,0.9790000000000001,0.4317
10489119,12.925,5999.0,4.393,1.078,1.046,1.178
4995401,26.119,5448.0,4.349,1.045,0.889,1.098
8396437,16.463,6057.0,4.083,1.486,0.975,0.4187
5171333,0.0,5560.0,4.3889999999999985,0.942,0.795,1.338
5294523,12.849,5772.0,4.024,1.6269999999999998,1.021,0.334
9158526,0.0,6004.0,4.35,1.043,0.888,1.102
7808946,19.793,5462.0,4.223,1.243,0.941,0.6901
6226182,22.154,5982.0,3.924,1.6030000000000002,0.787,0.2688
9569665,12.036,5251.0,3.903,1.721,0.8640000000000001,0.2387
8312064,15.928,5968.0,4.393,1.008,0.9159999999999999,1.261
3349000,13.748,5584.0,3.786,2.303,1.182,0.1362
9716519,0.0,5385.0,3.65,2.524,1.038,0.09085
3751118,13.803,5881.0,4.164,1.518,1.225,0.4936
9532588,0.0,5757.0,4.368,1.023,0.8909999999999999,1.173
11091553,15.27,5362.0,3.889,1.716,0.833,0.2322
8038496,14.123,5854.0,4.072,1.4409999999999998,0.894,0.4209
7175565,45.952,5390.0,3.659,3.054,1.5519999999999998,0.07677
5792004,45.823,5667.0,4.058,1.5590000000000002,1.012,0.3763
7286531,14.659,6002.0,4.087,1.472,0.965,0.4258
8582317,0.0,5662.0,3.946,1.658,0.884,0.2733
11414170,0.0,5952.0,4.3610000000000015,1.004,0.8440000000000001,1.173
8187809,9.852,5979.0,4.272,1.166,0.9259999999999999,0.8235
8581078,22.185,6033.0,4.001,1.675,1.025,0.3074
8330302,0.0,5380.0,3.687,2.774,1.364,0.09
8461171,0.0,5374.0,4.309,1.097,0.894,0.9531
6620638,16.984,5945.0,3.951,1.901,1.178,0.2415
11922615,0.0,5570.0,4.336,1.031,0.841,1.082
2710623,14.955,5750.0,4.337,1.106,0.968,1.008
9711999,16.955,5480.0,4.177,1.305,0.9329999999999999,0.5912
10203149,17.456,5313.0,4.39,0.976,0.8540000000000001,1.293
9418692,5.141,5591.0,4.232,1.189,0.88,0.7373
6374216,0.0,6043.0,4.341,1.165,1.084,0.9657
1724629,8.907,5557.0,4.299,1.15,0.958,0.8878
10188898,11.091,6033.0,4.222,1.19,0.861,0.7185
3864632,19.178,6008.0,3.824,2.129,1.103,0.161
8091343,15.637,6014.0,3.909,1.932,1.103,0.2156
8632073,17.092,6029.0,3.749,2.641,1.4269999999999998,0.1091
11029821,18.476,5705.0,4.293,1.089,0.85,0.9282
10032902,13.627,6035.0,3.689,2.78,1.3780000000000001,0.09035
12018625,15.912,5931.0,3.854,2.271,1.3419999999999999,0.1615
9150367,0.0,5934.0,4.342,1.179,1.114,0.9573
4579891,20.507,6039.0,4.3660000000000005,1.098,1.022,1.087
7757390,0.0,6025.0,4.375,1.043,0.941,1.169
9969599,12.158,5618.0,4.03,1.683,1.1079999999999999,0.327
6757830,15.201,5210.0,3.68,2.774,1.3430000000000002,0.08867
10141207,14.371,5346.0,4.0,1.564,0.893,0.3288
6509912,17.647,6002.0,4.322,1.068,0.873,1.008
9762744,11.728,5618.0,3.907,1.675,0.825,0.2471
8610823,20.728,5375.0,3.888,1.716,0.83,0.2313
5253065,13.094,5219.0,3.683,2.331,0.9540000000000001,0.1061
4641191,0.0,5896.0,4.274,1.11,0.845,0.8694
10056387,5.737,6015.0,4.368,1.057,0.9520000000000001,1.134
7832189,12.351,5903.0,4.2410000000000005,1.233,0.965,0.7258
5513913,13.602,5941.0,4.292,1.139,0.9259999999999999,0.8832
6679186,18.644,5967.0,4.37,0.99,0.8370000000000001,1.216
9449320,0.0,5880.0,4.301,1.03,0.774,0.997
