,KIC,Teff,logg,Mass,Period
12634,6583246,6015,4.46,1.1116,28.025
12635,6583801,6303,4.23,1.2054,5.886
12636,6584009,5684,4.5,1.0149,20.301
12637,6584248,5564,4.58,0.982,42.308
12638,6584445,5662,4.56,1.0088,37.273
12639,6584670,5460,4.62,0.9541,26.002
12640,6584721,5563,4.55,0.9817,27.139
12641,6585165,5662,4.26,1.0088,51.769
12642,6585218,5523,4.78,0.9709,41.593
12643,6585565,5285,4.49,0.9081,1.74
12644,6585819,4878,4.69,0.8025,35.913000000000004
12645,6585944,4460,4.49,0.6891,42.298
12646,6585960,5982,4.34,1.1015,14.682
12647,6586054,6179,4.21,1.1637,1.956
12648,6586466,5721,4.37,1.0252,30.028000000000002
12649,6586564,5722,4.42,1.0255,41.613
12650,6586593,6192,4.17,1.168,13.732999999999999
12651,6586872,5029,4.32,0.8418,35.565
12652,6586955,4880,4.42,0.803,43.20399999999999
12653,6587136,5090,4.34,0.8576,39.333
12654,6587248,5108,4.23,0.8622,55.099
12655,6587387,5592,4.75,0.9896,33.971
12656,6587479,5456,4.01,0.953,31.069000000000003
12657,6587565,5367,4.64,0.9295,27.943
12658,6590007,6360,4.29,1.2253,4.322
12659,6590043,5244,4.75,0.8974,35.074
12660,6590307,5316,4.62,0.9161,34.727
12661,6590362,5661,4.55,1.0085,0.596
12662,6590394,6159,4.38,1.1572,38.215
12663,6590912,5835,4.58,1.0578,28.311
12664,6590932,6143,4.4,1.152,12.413
12665,6591021,5732,4.41,1.0283,23.141
12666,6591028,6104,4.48,1.1395,69.035
12667,6591080,6198,4.37,1.1699,20.28
12668,6591123,6132,4.24,1.1484,5.977
12669,6591229,4880,4.55,0.803,27.453000000000003
12670,6591233,5661,4.53,1.0085,53.027
12671,6591364,5247,4.95,0.8982,26.574
12672,6591580,5550,4.75,0.9782,1.903
12673,6591581,6128,4.67,1.1471,7.478
12674,6591881,5289,4.66,0.9091,27.42
12675,6591955,5580,4.21,0.9863,65.245
12676,6592605,5706,4.63,1.021,55.549
12677,6592643,5518,5.05,0.9696,24.245
12678,6592751,5784,4.49,1.0431,46.865
12679,6592790,5361,4.72,0.9279,28.066999999999997
12680,6592829,4989,4.71,0.8314,38.63
12681,6592849,5124,4.66,0.8663,36.566
12682,6593006,5294,4.5,0.9104,27.82
12683,6593393,5906,4.06,1.0786,19.062
12684,6593461,5641,3.93,1.003,27.508000000000003
12685,6593533,6375,4.29,1.2306,3.627
12686,6593620,5552,4.29,0.9787,53.403
12687,6593674,5553,4.55,0.979,42.417
12688,6593714,6225,4.48,1.1789,9.307
12689,6593906,6380,4.38,1.2324,5.678
12690,6593918,5806,4.69,1.0494,14.457
12691,6593988,5987,4.53,1.103,15.844000000000001
12692,6594017,5494,4.34,0.9631,37.531
12693,6594152,6031,4.43,1.1165,15.578
12694,6594224,4728,4.66,0.7628,36.778
12695,6594264,5797,4.49,1.0468,23.968000000000004
12696,6594287,5836,4.44,1.0581,69.178
12697,6594498,4885,4.54,0.8043,37.547
12698,6595030,5156,4.42,0.8746,42.696000000000005
12699,6595040,4733,4.42,0.7642,32.99
12700,6595145,5935,4.34,1.0873,15.632
12701,6595361,5845,4.4,1.0607,29.68
12702,6599305,5888,4.43,1.0733,19.441
12703,6599468,5805,4.54,1.0491,47.782
12704,6599508,5468,4.67,0.9562,37.042
12705,6599635,6060,4.33,1.1256,12.808
12706,6600001,5238,4.5,0.8959,28.147
12707,6600074,6113,4.29,1.1423,13.66
12708,6600338,5197,4.75,0.8852,29.598000000000003
12709,6600492,5602,4.99,0.9923,12.556
12710,6600515,5938,4.63,1.0882,33.047
12711,6600522,6013,4.68,1.111,16.96
12712,6600658,5528,4.89,0.9722,24.288
12713,6600824,6040,4.44,1.1193,14.232000000000001
12714,6600838,6109,4.74,1.1411,11.472999999999999
12715,6603026,5618,4.6,0.9967,38.955999999999996
12716,6603096,5070,4.62,0.8524,40.939
12717,6603185,4895,4.58,0.8069,24.816999999999997
12718,6603433,5921,4.69,1.0831,14.722000000000001
12719,6603561,5673,4.67,1.0118,28.965
12720,6603624,5416,4.38,0.9424,45.317
12721,6603636,4950,4.82,0.8213,36.3
12722,6603775,6381,4.33,1.2327,51.093999999999994
12723,6603874,6343,4.32,1.2193,49.501000000000005
12724,6603900,5585,4.42,0.9877,12.475
12725,6603907,5208,4.66,0.8881,28.147
12726,6603928,5398,4.59,0.9376,36.592
12727,6604137,5685,4.32,1.0152,37.066
12728,6604279,5727,4.49,1.0269,30.701999999999998
12729,6604287,5450,4.32,0.9514,55.098
12730,6604460,5464,4.62,0.9551,9.82
12731,6604510,5618,5.0,0.9967,19.567999999999998
12732,6604534,5250,4.02,0.899,31.636
12733,6604675,5744,4.19,1.0317,18.523
12734,6604754,5804,4.67,1.0488,39.555
12735,6604812,6452,4.26,1.2584,7.06
12736,6604856,6145,4.54,1.1526,11.943
12737,6604938,6225,4.15,1.1789,10.86
12738,6605142,4847,4.63,0.7944,43.963
12739,6605176,6167,4.29,1.1598,27.616
12740,6605187,6258,4.32,1.19,7.506
12741,6605215,6059,4.48,1.1253,52.586000000000006
12742,6605236,5434,4.55,0.9472,26.513
12743,6605293,6369,4.64,1.2285,58.446999999999996
12744,6605754,6243,4.5,1.1849,2.728
12745,6605816,5533,4.47,0.9736,23.999000000000002
12746,6605819,5160,4.76,0.8757,38.64
12747,6605826,6322,4.61,1.2119,2.932
12748,6605885,5880,4.47,1.071,52.881
12749,6606000,5809,4.54,1.0503,47.375
12750,6606197,6124,4.44,1.1459,29.156999999999996
12751,6606400,5869,4.57,1.0677,24.735
12752,6606591,6010,4.33,1.1101,0.5710000000000001
12753,6606616,6147,4.57,1.1533,59.615
12754,6606797,6030,4.47,1.1162,0.57
12755,6606844,6117,4.63,1.1436,1.175
12756,6607338,5538,4.41,0.9749,33.501
12757,6607412,6055,4.47,1.124,68.34
12758,6607487,5903,4.64,1.0778,22.221999999999998
12759,6607525,5604,4.86,0.9928,30.559
12760,6607529,5321,4.75,0.9175,29.835
12761,6607680,5383,4.72,0.9337,25.409000000000002
12762,6607779,6020,4.33,1.1131,7.472
12763,6607802,6305,4.23,1.2061,10.390999999999998
12764,6608090,5150,4.55,0.8731,25.855
12765,6608436,5097,4.44,0.8594,3.261
12766,6608963,6112,4.53,1.142,8.797
12767,6609649,6473,4.23,1.2662,4.184
12768,6609876,5703,4.37,1.0202,19.698
12769,6609922,6020,4.62,1.1131,63.202
12770,6610100,5877,4.76,1.0701,16.779
12771,6610150,6154,4.63,1.1555,69.74
12772,6610186,6363,4.34,1.2263,6.282
12773,6610254,5550,4.64,0.9782,45.56399999999999
12774,6610385,5802,4.61,1.0483,45.434
12775,6610414,5249,4.43,0.8987,0.319
12776,6610436,5649,4.25,1.0052,69.498
12777,6610653,6116,4.89,1.1433,5.235
12778,6610676,5142,4.34,0.871,45.496
12779,6611249,6137,4.56,1.15,51.626000000000005
12780,6611359,5818,4.33,1.0529,22.956999999999997
12781,6611371,5689,4.66,1.0163,31.37
12782,6611448,6055,4.49,1.124,17.224
12783,6611490,5669,4.69,1.0107,47.005
12784,6611608,5238,4.74,0.8959,35.242
12785,6611646,5745,4.5,1.032,65.202
12786,6611942,6426,4.54,1.2489,4.363
12787,6612117,5480,4.39,0.9594,51.707
12788,6612225,6160,4.3,1.1575,7.591
12789,6612295,5822,4.79,1.054,14.579
12790,6612419,5479,4.63,0.9591,37.935
12791,6612438,5107,4.59,0.8619,41.613
12792,6612511,6145,4.32,1.1526,5.0569999999999995
12793,6612533,6025,4.45,1.1147,32.05
12794,6612798,5669,4.65,1.0107,24.633000000000003
12795,6612869,6136,4.2,1.1497,8.388
12796,6612910,6024,4.48,1.1144,20.158
12797,6613142,5851,4.74,1.0625,16.570999999999998
12798,6613166,5613,4.69,0.9953,20.654
12799,6613376,5411,4.61,0.9411,4.209
12800,6613381,5364,4.55,0.9287,1.359
12801,6613508,5960,4.48,1.0948,26.658
12802,6613586,5547,4.44,0.9774,26.758000000000003
12803,6613721,5005,4.48,0.8356,31.069000000000003
12804,6613755,5631,4.55,1.0002,19.361
12805,6614112,5018,4.87,0.8389,63.033
12806,6614121,4960,4.5,0.8239,65.745
12807,6614289,5439,4.42,0.9485,13.648
12808,6614429,6396,4.62,1.2381,2.074
12809,6614507,6332,4.32,1.2154,13.762
12810,6614518,6272,4.48,1.1948,26.678
12811,6614586,6151,4.47,1.1546,16.132
12812,6614624,4648,4.68,0.7413,39.999
12813,6614731,5995,4.62,1.1055,18.281
12814,6614748,6466,4.68,1.2636,20.655
12815,6615000,5064,4.51,0.8508,29.026
12816,6615086,5642,4.54,1.0033,28.76
12817,6615255,5576,4.58,0.9852,22.729
12818,6615474,4961,4.32,0.8241,35.299
12819,6615754,5451,4.85,0.9517,1.246
12820,6619271,4793,4.44,0.7801,8.654
12821,6619384,5752,4.71,1.034,19.157
12822,6619556,5853,4.66,1.063,12.359000000000002
12823,6619621,5541,4.51,0.9757,67.515
12824,6619645,4703,4.43,0.7561,41.756
12825,6619674,5611,4.61,0.9948,56.805
12826,6619874,5825,4.58,1.0549,47.17100000000001
12827,6619939,6038,4.34,1.1187,63.457
12828,6620070,6419,4.37,1.2464,35.095
12829,6620368,5774,4.6,1.0403,22.921999999999997
12830,6620375,5654,4.17,1.0066,23.153000000000002
12831,6620480,6170,4.45,1.1607,8.797
12832,6620597,4888,4.13,0.8051,39.974000000000004
12833,6620694,5716,4.52,1.0238,17.413
12834,6620719,5884,4.63,1.0721,14.314
12835,6620903,5948,4.64,1.0912,66.297
12836,6621202,5983,4.71,1.1018,9.681000000000001
12837,6621256,5121,5.09,0.8656,65.352
12838,6621372,5716,4.85,1.0238,23.590999999999998
12839,6627129,4926,4.66,0.815,30.026999999999997
12840,6627158,5389,4.36,0.9353,2.094
12841,6627177,5053,4.8,0.848,44.717
12842,6627252,6053,4.35,1.1234,6.301
12843,6627448,5398,4.49,0.9376,2.8710000000000004
12844,6627606,4481,4.39,0.695,0.358
12845,6628008,6206,4.18,1.1726,0.987
12846,6628164,5348,4.58,0.9245,32.929
12847,6628202,5848,4.56,1.0616,20.301
12848,6628590,5725,4.47,1.0264,15.147
12849,6628632,6158,4.44,1.1568,5.977
12850,6628740,5968,4.08,1.0972,0.5820000000000001
12851,6628765,5240,4.55,0.8964,54.93600000000001
12852,6628827,5393,3.94,0.9363,22.197
12853,6628885,5854,4.51,1.0633,2.802
12854,6628908,4840,4.54,0.7925,36.055
12855,6628923,5588,4.73,0.9885,12.659
12856,6628965,5584,4.58,0.9874,21.118000000000002
12857,6629042,5706,4.4,1.021,8.187000000000001
12858,6629113,5655,4.2,1.0069,8.26
12859,6629210,5194,4.85,0.8845,34.461
12860,6629356,5440,4.48,0.9487,21.818
12861,6629627,6415,4.43,1.2449,9.013
12862,6629905,5608,4.46,0.9939,4.4030000000000005
12863,6629964,5867,4.43,1.0671,1.79
12864,6630114,5630,4.36,1.0,6.2010000000000005
12865,6630290,6091,4.56,1.1353,4.4110000000000005
12866,6630507,5111,4.4,0.863,57.081
12867,6630861,5084,4.49,0.856,34.442
12868,6631157,5313,4.49,0.9154,52.256
12869,6631226,5730,4.69,1.0278,53.04600000000001
12870,6631229,5400,4.59,0.9382,27.596
12871,6631232,5588,4.57,0.9885,50.156000000000006
12872,6631244,6013,4.49,1.111,1.314
12873,6631345,5563,4.61,0.9817,14.457
12874,6631377,5440,4.49,0.9487,13.55
12875,6631481,5289,4.89,0.9091,26.635
12876,6631491,5699,4.55,1.0191,8.776
12877,6631540,6105,4.45,1.1398,8.245
12878,6631851,5265,4.59,0.9029,31.866
12879,6632106,4486,4.53,0.6964,50.645
12880,6632154,5782,4.62,1.0425,19.667
12881,6632383,6094,4.55,1.1363,0.828
12882,6632418,6139,4.45,1.1507,20.012
12883,6632621,5381,4.32,0.9332,44.943999999999996
12884,6632661,6112,4.45,1.142,5.088
12885,6632706,5683,3.98,1.0146,47.273
12886,6632791,5534,4.11,0.9739,37.056
12887,6632796,5804,4.56,1.0488,16.132
12888,6632800,6234,4.27,1.1819,1.6780000000000002
12889,6632836,5279,4.07,0.9065,15.890999999999998
12890,6633007,5439,4.02,0.9485,68.869
12891,6633200,4936,4.34,0.8176,42.41
12892,6633257,5857,4.58,1.0642,47.008
12893,6633525,6035,4.48,1.1178,16.066
12894,6633581,5284,4.61,0.9078,26.697
12895,6633663,5743,4.8,1.0315,57.98
12896,6633664,5344,4.5,0.9235,51.033
12897,6633759,6087,4.48,1.1341,11.882
12898,6633818,5471,4.9,0.957,2.13
12899,6633844,5734,4.58,1.0289,48.993
12900,6633871,5564,4.9,0.982,17.655
12901,6634209,5553,4.56,0.979,61.272
12902,6634287,5805,4.44,1.0491,8.726
12903,6634419,5113,4.42,0.8635,39.549
12904,6634679,5884,4.84,1.0721,7.678999999999999
12905,6634965,5915,4.4,1.0813,3.7289999999999996
12906,6635143,5742,4.42,1.0312,46.967
12907,6635428,5327,4.55,0.919,14.478
12908,6635454,5722,4.53,1.0255,21.526999999999997
12909,6635471,5565,4.68,0.9822,46.248999999999995
12910,6635521,5568,4.73,0.983,46.157
12911,6635555,6168,4.52,1.1601,1.0659999999999998
12912,6635584,5598,4.26,0.9912,58.427
12913,6635627,5307,4.52,0.9138,48.34
12914,6635648,5108,4.6,0.8622,10.41
12915,6635747,5581,4.55,0.9866,9.961
12916,6635783,5996,4.45,1.1058,5.547999999999999
12917,6635813,5297,4.39,0.9112,9.839
12918,6635877,5451,4.97,0.9517,8.327
12919,6635884,6173,4.39,1.1617,63.6
12920,6635894,5369,4.65,0.93,8.47
12921,6635906,5367,4.76,0.9295,31.351
12922,6635963,5980,4.43,1.1009,5.707000000000001
12923,6636044,5258,4.71,0.901,24.96
12924,6636067,5573,4.55,0.9844,17.305
12925,6636087,5469,4.86,0.9565,51.971000000000004
12926,6664612,5889,4.45,1.0736,15.192
12927,6664711,4864,4.62,0.7988,53.468
12928,6664822,4600,4.52,0.7282,31.049
12929,6664841,5684,4.39,1.0149,50.236000000000004
12930,6664877,5555,4.61,0.9795,18.889
12931,6665024,5551,4.39,0.9784,26.019000000000002
12932,6665116,5616,4.45,0.9961,32.99
12933,6665290,6109,4.45,1.1411,8.642000000000001
12934,6665529,5659,4.49,1.008,38.119
12935,6665546,5719,4.4,1.0247,56.06
12936,6665554,5559,4.33,0.9806,26.615
12937,6665807,6183,4.29,1.165,62.461000000000006
12938,6666378,5570,4.54,0.9836,34.85
12939,6668872,6457,4.07,1.2603,36.85
12940,6669258,5921,4.06,1.0831,11.557
12941,6669592,5028,4.57,0.8415,41.715
12942,6669674,5356,4.61,0.9266,29.128
12943,6669717,4982,4.53,0.8296,42.778
12944,6670174,6021,4.4,1.1134,11.637
12945,6670623,6003,4.16,1.1079,13.290999999999999
12946,6671020,5487,4.61,0.9613,38.201
12947,6671144,4673,4.49,0.748,47.232
12948,6671185,5461,4.2,0.9543,48.336000000000006
12949,6671442,5789,4.38,1.0445,15.48
12950,6671527,5699,4.74,1.0191,44.248999999999995
12951,6671605,4807,4.3,0.7838,42.492
12952,6671711,6210,4.16,1.1739,10.636
12953,6671718,5443,4.01,0.9495,28.486
12954,6672035,5653,4.6,1.0063,31.539
12955,6672156,5461,4.34,0.9543,45.583
12956,6672455,5293,4.46,0.9102,26.574
12957,6672458,5363,4.44,0.9284,32.497
12958,6672511,5406,4.51,0.9398,50.063
12959,6672542,5830,4.4,1.0564,44.388999999999996
12960,6672856,5869,4.29,1.0677,10.84
12961,6674903,5795,4.17,1.0463,22.508000000000003
12962,6675093,5820,4.51,1.0535,20.144000000000002
12963,6675216,5944,4.5,1.09,18.87
12964,6675323,6135,4.49,1.1494,35.671
12965,6675361,4985,4.76,0.8304,35.946
12966,6675446,5727,4.56,1.0269,43.137
12967,6675515,5670,3.95,1.011,0.29600000000000004
12968,6675546,5785,4.52,1.0434,32.209
12969,6675564,5828,4.39,1.0558,59.251999999999995
12970,6676079,5928,4.37,1.0852,20.732
12971,6676298,5838,4.65,1.0587,20.199
12972,6676375,4967,4.48,0.8257,35.166
12973,6676378,5815,4.53,1.052,19.848
12974,6676555,4604,4.29,0.7293,44.76
12975,6676646,5596,4.49,0.9907,29.619
12976,6677048,5024,4.58,0.8405,38.707
12977,6677128,5555,4.52,0.9795,32.173
12978,6677382,5104,4.64,0.8612,34.89
12979,6677442,5653,4.44,1.0063,20.839000000000002
12980,6677530,5923,4.54,1.0837,20.904
12981,6677838,5900,4.58,1.0769,12.104000000000001
12982,6677849,6164,4.52,1.1588,8.818
12983,6677945,5667,4.04,1.0102,32.43
12984,6677981,5421,4.62,0.9437,59.013000000000005
12985,6678135,5722,4.5,1.0255,69.816
12986,6678305,5441,4.51,0.949,57.836999999999996
12987,6678316,4835,4.67,0.7912,28.638
12988,6678553,5560,4.48,0.9809,52.352
12989,6678954,5940,4.53,1.0888,12.945
12990,6679047,5420,3.97,0.9435,49.174
12991,6679103,6185,4.36,1.1657,20.342
12992,6679153,5867,4.62,1.0671,67.523
12993,6679246,4849,4.67,0.7949,34.42
12994,6679269,6095,4.55,1.1366,17.91
12995,6679504,5382,4.55,0.9334,2.299
12996,6680013,5889,4.38,1.0736,27.93
12997,6680614,4736,4.6,0.765,44.126000000000005
12998,6680644,5877,4.64,1.0701,36.137
12999,6680743,5366,4.55,0.9292,53.281000000000006
13000,6681081,6346,4.7,1.2203,11.024000000000001
13001,6681120,5781,4.38,1.0423,49.345
13002,6681130,5695,4.7,1.018,22.504
13003,6681237,5304,4.51,0.913,43.083999999999996
13004,6681317,6053,4.13,1.1234,34.707
13005,6681591,5012,4.55,0.8374,46.497
13006,6681651,5961,4.77,1.0951,53.996
13007,6681681,5519,4.94,0.9698,9.389
13008,6681868,5564,4.43,0.982,17.403
13009,6685533,4976,4.63,0.828,13.463
13010,6688340,5486,4.53,0.961,24.061
13011,6688341,4555,4.7,0.7157,43.123000000000005
13012,6688445,5807,4.64,1.0497,22.467
13013,6688458,4651,4.36,0.7421,42.647
13014,6688676,5809,4.21,1.0503,26.729
13015,6688756,5845,4.74,1.0607,17.419
13016,6689073,5681,4.53,1.0141,18.809
13017,6689183,5800,4.42,1.0477,25.909000000000002
13018,6689789,6229,4.52,1.1802,11.453
13019,6690088,5187,4.66,0.8826,23.894000000000002
13020,6690307,5647,4.47,1.0046,28.996
13021,6690551,5538,4.38,0.9749,36.691
13022,6690577,5711,4.48,1.0224,69.313
13023,6690704,5835,4.36,1.0578,20.914
13024,6690713,5326,4.75,0.9188,20.26
13025,6690735,5395,4.5,0.9369,21.343000000000004
13026,6690799,5380,4.56,0.9329,61.056000000000004
13027,6690940,6213,4.55,1.1749,69.628
13028,6691035,6098,4.53,1.1376,6.638999999999999
13029,6691171,6131,4.54,1.1481,65.561
13030,6691245,6181,4.55,1.1643,0.235
13031,6691432,4928,4.45,0.8155,46.313
13032,6691721,5772,4.66,1.0397,19.34
13033,6691882,6140,4.29,1.151,21.629
13034,6691928,6275,4.31,1.1958,0.57
13035,6692053,6244,4.63,1.1853,68.892
13036,6692092,4472,4.66,0.6925,16.296
13037,6692434,5650,4.52,1.0055,27.064
13038,6692546,5962,4.57,1.0954,18.687
13039,6692560,4992,4.31,0.8322,29.006
13040,6692634,5791,4.64,1.0451,34.931
13041,6692690,5867,4.65,1.0671,34.114000000000004
13042,6692733,4430,4.55,0.6805,60.596000000000004
13043,6692759,6170,4.63,1.1607,11.984000000000002
13044,6692877,5676,4.74,1.0127,69.107
13045,6692929,5473,4.51,0.9575,34.855
13046,6693102,5486,4.65,0.961,29.476
13047,6693234,4453,4.47,0.6871,34.4
13048,6693771,5342,4.35,0.9229,27.003
13049,6693843,5732,4.44,1.0283,25.941
13050,6693934,5825,4.4,1.0549,40.836999999999996
13051,6693983,5735,4.32,1.0292,63.251999999999995
13052,6694092,6002,4.48,1.1076,59.166000000000004
13053,6694285,5068,4.29,0.8519,39.508
13054,6694376,6052,4.17,1.1231,23.713
13055,6694494,6138,4.53,1.1504,48.336000000000006
13056,6694509,5258,4.25,0.901,25.675
13057,6694675,5841,4.58,1.0595,54.445
13058,6695753,6302,4.61,1.205,10.008
13059,6695904,6490,4.17,1.2725,5.813
13060,6696325,6257,4.47,1.1897,8.027999999999999
13061,6696351,5930,4.59,1.0858,18.319000000000003
13062,6696364,5784,4.45,1.0431,51.788999999999994
13063,6696481,6214,4.59,1.1752,11.050999999999998
13064,6696704,5452,4.54,0.9519,2.036
13065,6696928,5634,4.35,1.0011,30.701999999999998
13066,6697472,6127,4.52,1.1468,9.552999999999999
13067,6697511,5583,4.62,0.9871,32.03
13068,6697889,5490,4.28,0.9621,30.483
13069,6698112,5441,4.61,0.949,65.439
13070,6698121,5946,4.68,1.0906,17.706
13071,6698235,5557,4.54,0.9801,66.139
13072,6698245,5908,4.19,1.0792,68.934
13073,6698957,5188,4.57,0.8829,38.927
13074,6699421,6118,4.12,1.1439,9.982000000000001
13075,6699552,5257,4.39,0.9008,35.258
13076,6699724,5683,3.98,1.0146,47.488
13077,6699750,6197,4.18,1.1696,19.357
13078,6699951,6089,4.68,1.1347,10.705
13079,6700302,5986,4.43,1.1027,19.913
13080,6700344,4870,4.18,0.8004,58.45
13081,6700400,5822,4.56,1.054,29.771
13082,6700451,6348,4.17,1.221,7.612
13083,6700501,6060,4.46,1.1256,11.124
13084,6700755,5813,4.55,1.0514,20.038
13085,6700850,5844,4.26,1.0604,10.207
13086,6701137,6197,4.54,1.1696,5.034
13087,6701210,5753,4.47,1.0343,33.027
13088,6701384,5307,4.26,0.9138,27.432
13089,6701393,4793,4.53,0.7801,41.981
13090,6701476,5683,4.12,1.0146,56.071999999999996
13091,6701610,5624,4.32,0.9983,23.209
13092,6701617,5313,4.58,0.9154,39.222
13093,6701704,5899,4.62,1.0766,25.414
13094,6704825,5178,4.49,0.8803,29.149
13095,6704891,5742,4.48,1.0312,45.986000000000004
13096,6704948,5896,4.68,1.0757,17.295
13097,6705073,6149,4.59,1.1539,57.184
13098,6705173,6096,4.42,1.1369,5.968999999999999
13099,6705244,5933,4.55,1.0867,16.439
13100,6705292,4855,4.74,0.7965,36.505
13101,6705446,6229,4.45,1.1802,8.94
13102,6705833,6372,4.61,1.2295,3.239
13103,6705887,5667,4.43,1.0102,43.178999999999995
13104,6705982,5710,4.54,1.0222,51.415
13105,6706245,6093,4.29,1.136,20.326
13106,6706618,5674,4.43,1.0121,53.191
13107,6706875,5741,4.39,1.0309,47.825
13108,6707018,5233,4.33,0.8946,44.907
13109,6707037,5233,4.59,0.8946,64.294
13110,6707042,4784,4.29,0.7777,37.629
13111,6707144,6080,4.5,1.1319,57.898999999999994
13112,6708030,6111,4.29,1.1417,32.173
13113,6708079,4978,4.59,0.8286,40.775
13114,6708115,5872,4.68,1.0686,16.201
13115,6708161,5625,4.47,0.9986,54.725
13116,6708506,5423,4.2,0.9442,32.492
13117,6714555,5570,4.41,0.9836,12.25
13118,6715301,5726,4.57,1.0267,22.996
13119,6715330,5809,4.02,1.0503,42.9
13120,6715368,5043,4.44,0.8454,41.272
13121,6715467,5135,4.55,0.8692,0.40700000000000003
13122,6715489,6094,4.56,1.1363,42.738
13123,6715560,4878,4.58,0.8025,46.415
13124,6715608,5575,4.4,0.9849,31.840999999999998
13125,6715679,5922,4.39,1.0834,62.59
13126,6715751,5160,4.2,0.8757,23.019000000000002
13127,6715856,6080,3.82,1.1319,51.973
13128,6715873,5651,4.09,1.0058,49.153
13129,6715885,5111,4.72,0.863,41.695
13130,6716408,5654,4.39,1.0066,25.02
13131,6716508,6073,4.61,1.1297,15.210999999999999
13132,6716527,4970,4.72,0.8265,46.472
13133,6716552,6271,4.35,1.1944,1.176
13134,6716744,5658,4.22,1.0077,22.651
13135,6716800,5785,4.4,1.0434,44.964
13136,6716823,5820,4.34,1.0535,7.518
13137,6717132,4732,4.32,0.7639,30.881
13138,6717242,5769,4.58,1.0388,47.699
13139,6717472,5566,4.55,0.9825,22.34
13140,6717585,6115,4.23,1.143,23.08
13141,6718800,5901,4.44,1.0772,2.653
13142,6719036,6050,4.78,1.1224,11.004000000000001
13143,6719093,5730,4.19,1.0278,27.656999999999996
13144,6719212,5685,3.75,1.0152,31.539
13145,6719225,5528,3.96,0.9722,48.908
13146,6719235,5437,3.81,0.948,34.318000000000005
13147,6719448,6330,4.13,1.2147,2.0540000000000003
13148,6719501,5314,4.62,0.9156,28.863000000000003
13149,6719522,5830,4.7,1.0564,1.788
13150,6720039,5523,4.57,0.9709,24.348000000000003
13151,6720314,5319,4.29,0.9169,31.315
13152,6720341,5608,4.42,0.9939,49.994
13153,6720472,5785,4.35,1.0434,15.967
13154,6720936,5522,3.81,0.9706,50.153999999999996
13155,6721103,5879,4.54,1.0707,44.474
13156,6721445,5728,4.49,1.0272,55.202
13157,6721510,5558,3.94,0.9803,26.84
13158,6721526,5969,4.45,1.0975,58.144
13159,6721714,5396,4.51,0.9371,28.76
13160,6721727,6318,4.44,1.2106,0.8140000000000001
13161,6750802,4740,4.38,0.766,38.235
13162,6750941,5632,4.36,1.0005,22.405
13163,6751866,6062,4.19,1.1262,11.31
13164,6751898,5869,4.17,1.0677,17.410999999999998
