,KIC,Teff,logg,Mass,Period
1816,2570505,5093,4.52,0.8583,54.833999999999996
1817,2570767,5864,4.31,1.0663,59.82
1818,2571008,6448,4.27,1.257,6.12
1819,2571073,5620,3.98,0.9972,59.958
1820,2571370,6181,4.28,1.1643,2.9939999999999998
1821,2571495,5649,3.92,1.0052,8.245
1822,2571605,5693,4.77,1.0174,9.324
1823,2571623,6064,4.11,1.1268,26.962
1824,2571799,5511,4.47,0.9677,21.008000000000003
1825,2571841,6116,4.35,1.1433,21.730999999999998
1826,2572022,5854,4.37,1.0633,27.995
1827,2572455,5086,4.9,0.8565,44.045
1828,2572629,4987,4.56,0.8309,49.705
1829,2572788,5070,4.53,0.8524,25.45
1830,2572793,5647,4.43,1.0046,18.503
1831,2572932,5463,4.26,0.9549,22.508000000000003
1832,2573006,5116,4.61,0.8643,38.816
1833,2573272,5485,4.24,0.9607,69.485
1834,2573376,5785,4.24,1.0434,26.799
1835,2573798,5965,4.88,1.0963,54.67
1836,2574216,4413,4.39,0.6756,27.739
1837,2574326,4912,4.41,0.8114,29.221999999999998
1838,2574552,5528,4.5,0.9722,39.427
1839,2574644,5826,4.49,1.0552,38.25
1840,2574809,5327,4.49,0.919,52.145
1841,2574945,5623,4.63,0.998,47.294
1842,2575174,5805,4.53,1.0491,21.482
1843,2575341,6029,4.27,1.1159,17.24
1844,2575544,5157,4.51,0.8749,59.211999999999996
1845,2575724,5748,4.45,1.0329,29.781999999999996
1846,2575969,5878,3.85,1.0704,18.074
1847,2576044,6132,4.52,1.1484,8.96
1848,2576302,5522,4.51,0.9706,40.754
1849,2576506,5878,4.56,1.0704,52.748999999999995
1850,2576882,5054,4.78,0.8482,0.848
1851,2577037,6001,4.47,1.1073,51.225
1852,2577109,5804,4.66,1.0488,50.156000000000006
1853,2577353,5631,4.3,1.0002,58.41
1854,2577513,5619,4.68,0.9969,63.968
1855,2577554,5865,4.43,1.0666,1.829
1856,2577568,5570,4.62,0.9836,26.778000000000002
1857,2577992,4713,4.42,0.7588,47.518
1858,2578036,5726,4.43,1.0267,26.738000000000003
1859,2578294,5795,4.63,1.0463,19.994
1860,2578628,5988,4.41,1.1033,45.619
1861,2578697,5805,4.36,1.0491,7.277
1862,2578725,4885,4.42,0.8043,52.278999999999996
1863,2578869,5145,4.38,0.8718,53.31
1864,2578941,5543,4.47,0.9763,52.974
1865,2579061,5650,4.37,1.0055,61.598
1866,2579101,5869,4.35,1.0677,12.802
1867,2579133,5794,4.23,1.046,45.332
1868,2579762,4931,4.42,0.8163,35.359
1869,2580020,5872,4.49,1.0686,5.691
1870,2580137,5924,4.61,1.084,12.802
1871,2580256,5551,4.52,0.9784,20.851999999999997
1872,2580341,5109,4.76,0.8625,13.833
1873,2580475,6200,4.5,1.1706,2.9939999999999998
1874,2580573,5846,4.39,1.061,19.608
1875,2580632,5684,4.37,1.0149,64.07
1876,2580654,6209,4.12,1.1736,13.272
1877,2580882,6004,4.51,1.1082,0.446
1878,2581341,6067,4.46,1.1278,64.15100000000001
1879,2581457,6190,4.29,1.1673,5.224
1880,2581485,6334,4.22,1.2161,6.835
1881,2581504,5782,4.39,1.0425,60.223
1882,2581628,5739,4.65,1.0303,52.003
1883,2581691,5798,4.35,1.0471,15.683
1884,2581750,5556,4.35,0.9798,0.9520000000000001
1885,2581836,6386,4.07,1.2345,3.259
1886,2581876,5666,4.41,1.0099,59.102
1887,2581880,5689,4.08,1.0163,12.610999999999999
1888,2581998,5682,4.51,1.0143,57.96
1889,2582038,6325,4.47,1.213,63.913999999999994
1890,2582307,5862,4.56,1.0657,0.9520000000000001
1891,2582324,5592,4.4,0.9896,62.201
1892,2582753,5646,4.35,1.0044,57.919
1893,2582846,6050,4.5,1.1224,1.42
1894,2583027,5950,4.49,1.0918,28.188000000000002
1895,2583355,5717,4.25,1.0241,63.94
1896,2583374,5438,4.48,0.9482,20.383
1897,2583715,5850,4.24,1.0622,57.836999999999996
1898,2583915,5428,4.55,0.9456,58.736999999999995
1899,2583936,6081,4.5,1.1322,58.858999999999995
1900,2583942,5946,4.43,1.0906,54.703
1901,2584086,5051,4.52,0.8475,47.332
1902,2584566,5889,4.49,1.0736,8.531
1903,2584673,5202,4.41,0.8865,35.606
1904,2584805,4844,4.59,0.7936,44.617
1905,2584916,5975,4.47,1.0994,9.144
1906,2585092,6493,4.21,1.2736,6.912000000000001
1907,2585536,5569,4.68,0.9833,68.64699999999999
1908,2585569,5916,4.34,1.0816,13.638
1909,2585652,5738,4.33,1.03,19.574
1910,2585768,5930,4.62,1.0858,0.9520000000000001
1911,2585847,5604,4.37,0.9928,51.42100000000001
1912,2585851,6076,4.47,1.1306,49.902
1913,2692060,5700,4.54,1.0194,18.319000000000003
1914,2692073,6223,4.16,1.1782,60.61600000000001
1915,2692156,5700,4.58,1.0194,22.241999999999997
1916,2692179,5097,4.63,0.8594,26.491999999999997
1917,2692257,5358,4.79,0.9271,54.331
1918,2692341,5742,4.46,1.0312,51.36
1919,2693176,6111,4.61,1.1417,41.756
1920,2693327,5280,4.6,0.9068,34.318000000000005
1921,2693512,5049,4.61,0.847,51.83
1922,2693547,5459,4.9,0.9538,19.524
1923,2693557,5422,4.8,0.944,28.679000000000002
1924,2693622,5413,4.55,0.9416,64.135
1925,2693750,5685,4.35,1.0152,57.056000000000004
1926,2693935,6148,4.49,1.1536,45.678999999999995
1927,2694101,5778,4.4,1.0414,50.216
1928,2694209,5870,4.33,1.068,13.415
1929,2694338,5318,4.28,0.9167,29.676
1930,2694352,6274,4.3,1.1954,58.41
1931,2694407,6180,4.33,1.164,4.234
1932,2694871,5439,4.92,0.9485,38.773
1933,2695125,5033,4.62,0.8428,36.442
1934,2695204,5658,4.43,1.0077,28.576
1935,2695411,5924,4.67,1.084,16.377
1936,2695850,6003,4.35,1.1079,20.26
1937,2695931,5723,4.31,1.0258,35.768
1938,2696109,5101,4.71,0.8604,29.265
1939,2696136,5355,4.54,0.9264,23.739
1940,2696239,5171,4.72,0.8785,26.513
1941,2696350,6228,4.19,1.1799,8.533999999999999
1942,2696687,6299,4.33,1.204,59.472
1943,2696705,5174,4.59,0.8793,1.4
1944,2696784,6273,4.32,1.1951,5.452999999999999
1945,2697592,5532,4.03,0.9733,25.7
1946,2706677,6352,4.29,1.2224,1.188
1947,2706707,5927,4.36,1.0849,68.062
1948,2706788,5196,4.47,0.885,34.053000000000004
1949,2707389,5811,4.26,1.0509,29.823
1950,2707467,5638,4.51,1.0022,69.75
1951,2707490,5762,4.13,1.0368,49.717
1952,2708499,5651,4.08,1.0058,49.227
1953,2708692,6250,4.57,1.1873,1.5659999999999998
1954,2709095,5309,4.54,0.9143,26.962
1955,2709187,5559,4.39,0.9806,45.446000000000005
1956,2709269,6195,4.34,1.169,2.544
1957,2709642,5611,4.48,0.9948,54.425
1958,2709664,6010,4.41,1.1101,20.739
1959,2709784,5940,4.4,1.0888,56.217
1960,2709873,5721,4.47,1.0252,55.937
1961,2710016,5559,4.63,0.9806,54.067
1962,2710156,4800,4.43,0.782,30.903000000000002
1963,2710188,5367,4.59,0.9295,45.225
1964,2710281,5532,4.43,0.9733,65.5
1965,2710380,5825,4.57,1.0549,26.87
1966,2710740,5355,4.47,0.9264,29.704
1967,2710773,5145,4.56,0.8718,31.912
1968,2711067,6420,4.54,1.2467,1.931
1969,2711086,5917,4.25,1.0819,56.775
1970,2711220,5271,4.76,0.9044,48.376000000000005
1971,2712292,6114,4.52,1.1427,12.822000000000001
1972,2712684,6407,4.14,1.242,60.141000000000005
1973,2712800,5486,4.48,0.961,56.951
1974,2712841,5935,4.35,1.0873,18.767
1975,2712992,5809,4.71,1.0503,45.33
1976,2713182,6192,4.46,1.168,11.27
1977,2713475,5233,4.46,0.8946,60.623999999999995
1978,2713606,5323,4.83,0.918,54.382
1979,2713662,5884,4.45,1.0721,4.771
1980,2713679,5860,4.59,1.0651,55.61
1981,2713789,5612,4.62,0.995,27.8
1982,2713915,5329,4.03,0.9195,11.341
1983,2713963,5880,4.47,1.071,57.231
1984,2713986,5543,4.51,0.9763,52.402
1985,2714096,5807,4.02,1.0497,46.681000000000004
1986,2714197,5662,4.54,1.0088,54.056999999999995
1987,2714523,5794,4.12,1.046,68.779
1988,2714532,5823,4.33,1.0543,53.894
1989,2714621,5693,4.37,1.0174,19.572
1990,2714663,5601,4.45,0.992,57.437
1991,2714923,5588,4.71,0.9885,0.963
1992,2715053,6197,4.63,1.1696,4.869
1993,2715119,5651,4.49,1.0058,1.004
1994,2715194,5615,4.49,0.9958,0.973
1995,2715209,5366,5.01,0.9292,0.953
1996,2715226,5991,4.4,1.1042,1.004
1997,2715228,6129,4.7,1.1475,0.987
1998,2715245,5560,4.9,0.9809,0.983
1999,2715282,5705,4.77,1.0208,0.995
2000,2715300,6046,4.56,1.1212,9.44
2001,2715342,6256,4.2,1.1893,0.95
2002,2715375,6344,4.27,1.2196,2.7689999999999997
2003,2715419,4961,4.34,0.8241,1.1340000000000001
2004,2715495,4540,4.57,0.7116,31.416999999999998
2005,2715681,5937,4.48,1.0879,6.535
2006,2715693,6132,4.47,1.1484,25.765
2007,2715745,6097,4.53,1.1372,68.597
2008,2715798,5923,4.68,1.0837,5.292999999999999
2009,2715812,5595,4.58,0.9904,55.105
2010,2715822,5697,4.68,1.0185,22.998
2011,2715838,5545,4.65,0.9768,19.217
2012,2716142,4706,4.41,0.7569,44.045
2013,2716261,5527,4.5,0.972,0.958
2014,2716386,5958,4.49,1.0942,64.581
2015,2716443,5065,4.29,0.8511,40.796
2016,2716543,5527,4.13,0.972,29.311999999999998
2017,2716575,5795,4.26,1.0463,9.381
2018,2716664,6007,4.2,1.1091,53.648999999999994
2019,2716692,5483,4.66,0.9602,0.95
2020,2717119,5524,4.73,0.9712,22.073
2021,2717172,5652,4.49,1.006,56.468
2022,2717252,4944,3.98,0.8197,13.767000000000001
2023,2717297,5762,4.55,1.0368,14.860999999999999
2024,2717505,5190,4.7,0.8834,66.995
2025,2717981,5538,4.84,0.9749,0.94
2026,2718112,5539,4.65,0.9752,21.465999999999998
2027,2718259,5549,4.62,0.9779,16.224
2028,2718276,5826,4.48,1.0552,59.452
2029,2718453,6057,4.22,1.1246,19.953
2030,2718662,6098,4.04,1.1376,7.632000000000001
2031,2718824,5509,4.93,0.9671,69.053
2032,2718885,5391,4.55,0.9358,68.592
2033,2718986,5375,4.73,0.9316,15.464
2034,2719007,5913,4.61,1.0807,52.096000000000004
2035,2719082,5212,4.66,0.8891,25.041999999999998
2036,2719120,5921,4.55,1.0831,54.06
2037,2719148,6416,4.26,1.2453,9.014
2038,2719673,6027,4.35,1.1153,14.758
2039,2720019,5455,4.62,0.9527,68.86
2040,2720202,5300,3.73,0.912,57.266000000000005
2041,2720225,6419,4.36,1.2464,56.326
2042,2720403,6369,4.63,1.2285,3.95
2043,2720422,6263,4.49,1.1917,0.9520000000000001
2044,2720437,6051,4.45,1.1228,2.217
2045,2720526,5530,4.86,0.9728,18.822
2046,2720594,6171,4.58,1.1611,3.735
2047,2720661,5685,4.87,1.0152,55.038000000000004
2048,2720751,5789,4.48,1.0445,50.798
2049,2721156,5444,4.65,0.9498,1.175
2050,2721441,5703,3.71,1.0202,53.924
2051,2721487,6142,4.48,1.1517,33.848
2052,2721710,5418,4.21,0.9429,19.933
2053,2721819,6133,4.54,1.1488,55.61
2054,2721868,6055,4.75,1.124,0.9520000000000001
2055,2721915,5472,4.28,0.9572,56.693000000000005
2056,2721938,5119,4.62,0.8651,41.777
2057,2721965,6065,4.59,1.1271,2.296
2058,2721990,5984,4.35,1.1021,66.37899999999999
2059,2721998,6353,4.51,1.2228,61.025
2060,2722250,4569,4.65,0.7196,48.873999999999995
2061,2722423,6380,4.37,1.2324,24.735
2062,2722550,5489,4.59,0.9618,24.653000000000002
2063,2722737,4966,4.67,0.8254,21.891
2064,2830993,5317,4.48,0.9164,33.844
2065,2831027,6015,4.54,1.1116,20.969
2066,2831217,4834,4.56,0.7909,40.387
2067,2831239,4540,4.65,0.7116,32.05
2068,2831390,5182,4.81,0.8813,23.583000000000002
2069,2831425,5852,4.43,1.0627,12.27
2070,2831447,6065,4.25,1.1271,48.315
2071,2831837,4862,4.3,0.7983,58.593
2072,2831949,5669,4.47,1.0107,22.956999999999997
2073,2832215,6010,4.35,1.1101,3.055
2074,2832272,5665,4.52,1.0096,19.667
2075,2832341,5907,4.46,1.0789,66.605
2076,2832415,6046,4.5,1.1212,2.8310000000000004
2077,2832421,5673,4.99,1.0118,31.031999999999996
2078,2832542,5282,4.48,0.9073,31.315
2079,2832777,5444,4.65,0.9498,27.391
2080,2833010,5710,4.75,1.0222,17.828
2081,2833020,4661,3.99,0.7448,35.88
2082,2833240,5490,4.69,0.9621,56.571000000000005
2083,2833554,5486,3.94,0.961,4.178999999999999
2084,2833632,5683,4.45,1.0146,26.349
2085,2833787,6446,4.12,1.2562,3.5039999999999996
2086,2833935,6191,4.24,1.1676,2.7889999999999997
2087,2833964,5267,4.54,0.9034,14.517999999999999
2088,2834087,5374,4.88,0.9313,28.393
2089,2834202,5695,4.55,1.018,15.662
2090,2834303,5954,4.33,1.093,30.476
2091,2834350,5714,4.18,1.0233,19.082
2092,2834379,5229,3.89,0.8935,45.303000000000004
2093,2834414,5684,4.37,1.0149,55.711999999999996
2094,2834483,5497,4.48,0.9639,29.353
2095,2834572,6019,4.38,1.1128,8.317
2096,2834807,5997,4.35,1.1061,48.992
2097,2834895,6209,4.41,1.1736,2.9939999999999998
2098,2835061,6115,4.68,1.143,6.5520000000000005
2099,2835163,5509,4.97,0.9671,28.025
2100,2835395,6130,4.33,1.1478,8.942
2101,2835827,6235,4.41,1.1823,2.592
2102,2835890,5722,4.48,1.0255,32.05
2103,2836041,5503,4.74,0.9655,29.408
2104,2836160,5815,4.42,1.052,28.671
2105,2836345,5450,4.84,0.9514,45.21
2106,2836364,5722,4.52,1.0255,46.38399999999999
2107,2837007,5450,4.49,0.9514,30.068
2108,2837204,5563,4.58,0.9817,31.355
2109,2837475,6444,4.07,1.2555,3.7510000000000003
2110,2845518,5457,4.8,0.9533,53.567
2111,2845541,4749,4.75,0.7684,28.822
2112,2845611,5570,4.53,0.9836,27.895
2113,2845757,4732,4.58,0.7639,41.94
2114,2846199,6044,4.33,1.1206,0.276
2115,2846231,5039,4.53,0.8444,40.577
2116,2846332,6087,4.36,1.1341,69.096
2117,2846888,5563,4.66,0.9817,20.383
2118,2847121,5313,4.17,0.9154,36.055
2119,2847249,5299,4.58,0.9117,61.828
2120,2847402,5799,4.37,1.0474,57.756
2121,2847540,5678,3.88,1.0132,3.79
2122,2848288,4815,4.3,0.7859,41.63399999999999
2123,2848461,5721,4.6,1.0252,53.628
2124,2848639,6257,4.41,1.1897,49.683
2125,2848757,5482,4.71,0.9599,28.372
2126,2848833,5451,4.93,0.9517,54.466
2127,2848856,5829,4.5,1.0561,58.12
2128,2848980,4994,4.55,0.8327,28.331
2129,2849101,5202,4.83,0.8865,61.718999999999994
2130,2849125,5938,4.48,1.0882,55.61
2131,2849261,5680,4.44,1.0138,24.694000000000003
2132,2849278,5342,4.58,0.9229,53.567
2133,2849511,6011,4.37,1.1104,69.301
2134,2849534,5338,4.66,0.9219,58.45
2135,2849559,4481,4.39,0.695,62.803999999999995
2136,2849748,5540,4.7,0.9755,63.273
2137,2849804,5656,4.48,1.0071,24.081
2138,2849955,5680,4.31,1.0138,60.3
2139,2850093,5616,4.35,0.9961,61.066
2140,2850107,5673,4.69,1.0118,49.868
2141,2850378,5595,4.77,0.9904,5.879
2142,2850503,4652,4.68,0.7423,26.688000000000002
2143,2850524,4515,4.46,0.7046,0.434
2144,2850625,5687,4.65,1.0157,21.74
2145,2850878,6126,4.27,1.1465,64.15100000000001
2146,2850909,5487,4.75,0.9613,52.821000000000005
2147,2850945,5858,4.48,1.0645,58.424
2148,2851395,5749,4.51,1.0331,43.411
2149,2852510,6382,4.46,1.2331,66.715
2150,2853041,5512,4.76,0.9679,59.288000000000004
2151,2853089,4633,4.53,0.7372,0.215
2152,2853593,5844,4.5,1.0604,32.128
2153,2853615,5600,4.63,0.9917,39.733000000000004
2154,2853765,5670,4.09,1.011,26.86
2155,2853817,5270,4.6,0.9042,0.95
2156,2854068,5829,4.61,1.0561,22.329
2157,2854329,5665,4.48,1.0096,24.081
2158,2854474,5460,4.7,0.9541,26.247
2159,2854489,6091,4.51,1.1353,50.06100000000001
2160,2854713,6436,4.3,1.2526,53.773
2161,2854720,5739,4.7,1.0303,0.9540000000000001
2162,2854911,5061,4.51,0.8501,65.643
2163,2855129,5277,4.36,0.906,58.113
2164,2855294,5820,4.66,1.0535,40.352
2165,2855415,5814,4.65,1.0517,5.4670000000000005
2166,2855471,5229,4.64,0.8935,55.42100000000001
2167,2855791,6025,4.44,1.1147,51.013000000000005
2168,2855876,5752,4.42,1.034,19.923
2169,2856016,5697,4.61,1.0185,0.439
2170,2856111,5510,4.38,0.9674,28.688000000000002
2171,2856327,5520,4.5,0.9701,60.023999999999994
2172,2856612,5688,4.71,1.016,0.95
2173,2856801,6236,4.39,1.1826,56.376000000000005
2174,2856822,5692,4.57,1.0171,25.368000000000002
2175,2856831,5605,4.78,0.9931,57.705
2176,2856923,5257,5.02,0.9008,54.995
2177,2856928,5493,4.77,0.9629,29.843000000000004
2178,2856941,5250,4.48,0.899,37.567
2179,2857004,5189,4.95,0.8832,68.243
2180,2857410,5228,4.49,0.8933,0.951
2181,2857437,5931,4.13,1.0861,4.465
2182,2857528,5778,4.34,1.0414,37.033
2183,2857722,6103,4.44,1.1391,0.958
2184,2858016,5281,4.25,0.907,59.258
2185,2858172,5960,4.38,1.0948,54.997
2186,2858241,4616,4.45,0.7325,47.361999999999995
2187,2858292,5649,4.17,1.0052,17.011
2188,2858326,5906,4.88,1.0786,20.771
2189,2858372,5728,4.47,1.0272,0.9520000000000001
2190,2858568,5742,4.73,1.0312,0.9520000000000001
2191,2858578,5730,4.59,1.0278,67.803
2192,2858704,5783,4.5,1.0428,32.766999999999996
2193,2858713,4814,4.32,0.7857,50.89
2194,2858739,5686,4.58,1.0155,54.037
2195,2858948,5842,4.49,1.0598,0.953
2196,2859016,4568,4.6,0.7193,28.514
2197,2859040,5122,4.55,0.8658,30.831999999999997
2198,2859089,5626,4.61,0.9989,61.605
2199,2859142,5954,4.42,1.093,38.524
2200,2859211,5729,4.94,1.0275,48.376999999999995
2201,2859462,5268,4.29,0.9036,55.968
2202,2859553,5135,4.67,0.8692,25.287
2203,2859710,5691,4.42,1.0169,18.687
2204,2859791,6054,4.49,1.1237,8.02
2205,2859970,5817,4.74,1.0526,53.015
2206,2860121,5391,4.71,0.9358,47.457
2207,2860126,6107,4.24,1.1404,56.552
2208,2860218,6425,4.61,1.2486,1.911
2209,2860279,5854,4.64,1.0633,17.971
2210,2860283,5851,4.5,1.0625,20.546
2211,2860298,6093,4.53,1.136,51.227
2212,2860306,6111,4.4,1.1417,2.381
2213,2860423,5387,4.51,0.9348,64.222
2214,2860583,6037,4.49,1.1184,58.961000000000006
2215,2860821,6095,4.73,1.1366,10.808
2216,2860927,5578,4.49,0.9858,52.698
2217,2861123,5681,4.48,1.0141,15.949000000000002
2218,2861140,6066,4.54,1.1275,0.9540000000000001
2219,2861219,6351,4.57,1.2221,55.316
2220,2861351,5762,4.67,1.0368,55.433
2221,2861404,5514,4.44,0.9685,51.16
2222,2861410,6320,4.56,1.2113,59.247
2223,2861672,5833,4.58,1.0572,19.974
2224,2861725,5635,4.31,1.0013,23.059
2225,2861738,5864,4.62,1.0663,0.951
2226,2861871,5520,4.64,0.9701,29.843000000000004
2227,2862066,5735,4.54,1.0292,55.958
2228,2865061,4985,4.41,0.8304,62.833
2229,2865117,6282,4.21,1.1982,16.653
2230,2865164,4897,4.67,0.8075,54.31399999999999
2231,2865295,5552,4.77,0.9787,12.074000000000002
2232,2865296,4467,4.52,0.691,0.368
2233,2865652,6487,4.26,1.2714,64.959
2234,2865835,6213,4.43,1.1749,12.517000000000001
2235,2866023,5899,4.6,1.0766,54.701
2236,2968726,5910,4.05,1.0798,29.524
2237,2969568,5306,4.45,0.9135,39.117
2238,2969639,5669,4.47,1.0107,26.73
2239,2969655,5563,3.88,0.9817,34.674
2240,2970355,5961,4.52,1.0951,12.218
2241,2970811,5010,4.29,0.8369,45.913000000000004
2242,2970816,5706,4.42,1.021,19.326
2243,2970836,6065,4.24,1.1271,3.218
2244,2971092,5695,4.23,1.018,60.698
2245,2971104,4476,4.55,0.6936,43.902
2246,2971254,5297,4.31,0.9112,26.37
2247,2971292,6055,4.05,1.124,50.849
2248,2971462,5563,4.8,0.9817,21.486
2249,2972293,5450,3.77,0.9514,42.386
2250,2972425,6117,4.44,1.1436,3.157
2251,2972525,5801,4.51,1.048,53.833
2252,2972756,5819,4.45,1.0532,23.969
2253,2972977,6139,4.76,1.1507,12.311
2254,2973461,5542,4.67,0.976,28.229
2255,2973610,5791,4.43,1.0451,36.102
2256,2974432,5941,4.23,1.0891,41.102
2257,2974474,5476,4.86,0.9583,31.703000000000003
2258,2974542,5942,4.61,1.0894,62.851000000000006
2259,2974618,6458,4.19,1.2606,29.965999999999998
2260,2974865,6069,4.35,1.1284,11.882
2261,2974894,5931,4.44,1.0861,67.564
2262,2975079,6065,4.51,1.1271,19.034000000000002
2263,2975275,5496,4.64,0.9637,61.983999999999995
2264,2975292,6204,4.15,1.1719,1.584
2265,2975340,4664,4.44,0.7456,31.315
2266,2975501,6438,4.44,1.2533,1.195
2267,2975507,5038,4.91,0.8441,63.108999999999995
2268,2975513,5165,4.64,0.8769,28.822
2269,2975526,5150,4.38,0.8731,33.848
2270,2975632,5655,4.55,1.0069,47.008
2271,2975680,5866,4.74,1.0668,48.376999999999995
2272,2975773,5995,4.54,1.1055,42.593999999999994
2273,2975810,5779,4.51,1.0417,27.024
2274,2975903,5196,3.8,0.885,63.395
2275,2982796,5542,4.29,0.976,16.459
2276,2982923,5988,4.46,1.1033,4.814
2277,2983012,5818,4.33,1.0529,27.096999999999998
2278,2983066,6137,4.5,1.15,66.767
2279,2983182,5328,4.41,0.9193,58.226000000000006
2280,2983215,4909,4.52,0.8106,10.097000000000001
2281,2983417,6235,4.3,1.1823,20.669
2282,2983445,5699,4.65,1.0191,28.066
2283,2983527,5934,3.93,1.087,27.984
2284,2983673,5514,4.33,0.9685,9.853
2285,2983764,6413,4.19,1.2442,6.692
2286,2984106,5626,4.35,0.9989,49.523
2287,2984176,6304,4.16,1.2057,1.315
2288,2984362,4763,4.44,0.7722,0.29
2289,2984409,4875,4.49,0.8017,37.118
2290,2984717,5037,4.63,0.8438,34.441
2291,2984870,5671,4.46,1.0113,31.416999999999998
2292,2984913,5952,4.29,1.0924,16.252
2293,2984942,5866,4.46,1.0668,37.364000000000004
2294,2985054,6257,4.23,1.1897,1.827
2295,2985484,5992,4.31,1.1045,59.027
2296,2985505,5697,4.58,1.0185,59.135
2297,2985628,5806,4.57,1.0494,38.058
2298,2985856,5761,4.17,1.0366,47.31399999999999
2299,2986041,5731,4.53,1.0281,19.322
2300,2986280,5765,4.96,1.0377,13.251
2301,2986369,5861,4.61,1.0654,15.632
2302,2986395,6493,4.31,1.2736,1.8869999999999998
2303,2986462,5873,4.54,1.0689,56.979
2304,2986502,6202,4.26,1.1713,49.473
2305,2986506,5176,4.69,0.8798,27.085
2306,2986678,5962,4.4,1.0954,5.742999999999999
2307,2986844,5788,4.58,1.0443,18.111
2308,2986845,5447,4.4,0.9506,66.501
2309,2987021,5610,4.76,0.9945,55.651
2310,2987066,6207,4.15,1.1729,7.734
2311,2987265,6380,4.18,1.2324,3.443
2312,2987282,5271,4.54,0.9044,52.778999999999996
2313,2987465,5332,4.55,0.9203,54.049
2314,2987466,5576,3.86,0.9852,43.778999999999996
2315,2987577,5571,4.45,0.9839,52.688
2316,2988113,5632,4.62,1.0005,28.115
2317,2988137,5697,4.73,1.0185,17.44
2318,2988177,6006,4.47,1.1088,20.464000000000002
2319,2988527,4763,4.55,0.7722,47.657
2320,2988544,6218,4.56,1.1766,67.993
2321,2988584,5676,4.44,1.0127,66.44
2322,2988725,5348,4.41,0.9245,32.459
2323,2989099,6136,4.38,1.1497,21.749000000000002
2324,2989122,6313,4.16,1.2088,63.763000000000005
2325,2989329,5980,4.61,1.1009,18.586
2326,2989614,6313,4.42,1.2088,5.247999999999999
2327,2989792,5421,4.42,0.9437,32.167
2328,2989808,5202,4.59,0.8865,40.356
2329,2990012,6218,4.58,1.1766,51.461999999999996
2330,2990686,6033,4.43,1.1172,52.95399999999999
2331,2990802,5850,4.36,1.0622,55.161
2332,2990818,5529,4.29,0.9725,63.518
2333,2990899,5605,4.49,0.9931,16.292
2334,2990988,4980,4.18,0.8291,26.921
2335,2991059,5294,4.27,0.9104,55.762
2336,2991451,5577,4.43,0.9855,51.373999999999995
2337,2991524,5556,4.51,0.9798,65.711
2338,2991526,6049,4.29,1.1221,28.924
2339,2991562,5607,4.13,0.9937,51.605
2340,2991603,5175,3.76,0.8795,32.806
2341,2991811,5710,4.39,1.0222,24.101
2342,2991917,5273,4.45,0.9049,0.9520000000000001
2343,2992121,5993,4.44,1.1048,64.294
2344,2992364,6419,4.26,1.2464,61.229
2345,2992405,5860,4.56,1.0651,60.153
2346,2992634,5964,4.4,1.096,9.937999999999999
2347,2992681,5351,4.41,0.9253,26.574
2348,2992685,5944,4.38,1.09,23.734
2349,2992768,4716,4.42,0.7596,48.397
2350,2992929,5879,4.34,1.0707,47.86600000000001
2351,2992956,5476,3.71,0.9583,24.95
2352,2993013,4726,4.26,0.7623,44.903
2353,2993174,6263,4.6,1.1917,7.019
2354,2993312,5816,4.39,1.0523,55.099
2355,2993611,5784,4.48,1.0431,24.49
2356,2993812,5061,4.54,0.8501,69.178
2357,2993842,5745,4.62,1.032,1.767
2358,2993938,5563,4.74,0.9817,51.176
2359,2993940,5642,4.57,1.0033,54.527
2360,2993981,6450,4.65,1.2577,4.158
2361,2994022,5188,4.62,0.8829,36.512
2362,2994064,4995,4.63,0.833,35.748000000000005
2363,2994124,5543,4.66,0.9763,27.581
2364,2994189,5551,4.65,0.9784,51.793
2365,2994540,6056,4.62,1.1243,0.9520000000000001
2366,2994564,5772,4.42,1.0397,60.851000000000006
2367,2994572,5632,4.31,1.0005,60.964
2368,2995179,6064,4.48,1.1268,31.625999999999998
2369,2995402,5891,4.39,1.0742,45.25
2370,2995543,5700,4.44,1.0194,43.103
2371,2995579,6357,4.48,1.2242,1.411
2372,2995682,5840,4.39,1.0593,66.297
2373,2995715,5990,4.43,1.1039,48.387
2374,2995898,4726,4.45,0.7623,21.833000000000002
2375,2995995,5949,4.77,1.0915,61.82899999999999
2376,2996076,5813,4.43,1.0514,18.167
2377,2996170,5201,4.52,0.8863,32.929
2378,2996606,5824,4.36,1.0546,47.692
2379,2996629,5990,4.19,1.1039,13.823
2380,2997218,5279,4.45,0.9065,37.016
2381,2997383,5955,4.19,1.0933,64.949
2382,2997405,4646,4.44,0.7407,39.681
2383,2997611,5388,4.71,0.935,27.044
2384,2997692,5801,4.47,1.048,62.218
2385,2997820,5773,4.48,1.04,60.373999999999995
2386,2997946,6155,4.63,1.1559,20.955
2387,2998225,6402,4.64,1.2402,55.508
2388,2998417,5770,4.54,1.0391,14.743
2389,2998588,6351,4.2,1.2221,56.53
2390,3001505,4898,4.58,0.8077,53.659
2391,3002087,5358,4.68,0.9271,57.092
2392,3002281,5388,3.92,0.935,54.967
2393,3002288,5829,4.34,1.0561,63.467
2394,3002515,5713,4.16,1.023,21.959
2395,3002817,6152,4.29,1.1549,54.683
2396,3002848,6254,4.5,1.1886,54.136
2397,3002988,5729,4.51,1.0275,19.759
2398,3003226,5872,4.65,1.0686,44.137
