,KIC,Period,teff_x,logg_x,radius_x,mass_x,dens_x,teff_y,logg_y,radius_y,mass_y,dens_y
482,4991457,0.0,5670.0,4.391,0.973,0.85,1.301,5670,4.391,0.973,0.85,1.301
483,6963092,14.892999999999999,5904.0,4.3660000000000005,1.1420000000000001,1.105,1.046,5904,4.3660000000000005,1.142,1.105,1.046
484,8935480,12.75,5589.0,3.7939999999999996,2.434,1.344,0.1314,5589,3.794,2.434,1.344,0.1314
485,4474532,13.814,5963.0,4.287,1.182,0.989,0.8431,5963,4.287,1.182,0.9890000000000001,0.8431
486,5780885,4.8839999999999995,6036.0,3.968,1.909,1.236,0.2501,6036,3.968,1.909,1.236,0.2501
487,7283306,17.525,5231.0,3.6689999999999996,2.679,1.221,0.08943999999999999,5231,3.669,2.679,1.2209999999999999,0.08943999999999999
488,8509611,0.0,5903.0,4.303,1.0490000000000002,0.807,0.9829,5903,4.303,1.0490000000000002,0.807,0.9829
489,8949925,17.054000000000002,5846.0,4.293,1.178,0.994,0.8567,5846,4.293,1.178,0.9940000000000001,0.8567
490,12884118,13.960999999999999,5991.0,4.301,1.067,0.8290000000000001,0.9622,5991,4.301,1.067,0.8290000000000001,0.9622
491,6343819,0.0,5691.0,4.159,1.321,0.919,0.5612,5691,4.159,1.321,0.919,0.5612
492,5943886,16.678,6006.0,3.717,2.61,1.295,0.1026,6006,3.717,2.61,1.295,0.1026
493,9152016,43.172,5575.0,4.372,0.9670000000000001,0.804,1.253,5575,4.372,0.967,0.804,1.253
494,6182131,7.98,5768.0,3.698,2.7769999999999997,1.405,0.09242,5768,3.698,2.777,1.405,0.09242
495,7770569,17.217,5616.0,3.887,1.955,1.075,0.2027,5616,3.887,1.955,1.075,0.2027
496,4248541,14.37,5866.0,4.393,1.032,0.962,1.2309999999999999,5866,4.393,1.032,0.9620000000000001,1.231
497,7017281,12.072000000000001,5496.0,3.7710000000000004,2.17,1.014,0.1398,5496,3.771,2.17,1.014,0.1398
498,5636733,16.945999999999998,5866.0,4.191,1.339,1.016,0.5962,5866,4.191,1.339,1.016,0.5962
499,9345393,13.958,5312.0,3.694,2.855,1.4680000000000002,0.08885,5312,3.694,2.855,1.4680000000000002,0.08885
500,5731733,15.797,5714.0,3.6639999999999997,2.904,1.42,0.08165,5714,3.664,2.904,1.42,0.08165
501,8377257,17.852999999999998,5726.0,4.332,1.024,0.8220000000000001,1.079,5726,4.332,1.024,0.8220000000000001,1.079
502,10580281,13.835999999999999,5745.0,4.364,0.995,0.8370000000000001,1.195,5745,4.364,0.995,0.8370000000000001,1.195
503,6509957,12.45,5966.0,4.243,1.3159999999999998,1.106,0.6836,5966,4.243,1.3159999999999998,1.1059999999999999,0.6836
504,10583818,21.434,5615.0,4.122,1.335,0.861,0.5099,5615,4.122,1.335,0.861,0.5099
505,10399343,13.98,5689.0,4.372,0.9490000000000001,0.773,1.275,5689,4.372,0.949,0.773,1.275
506,10089269,0.0,5931.0,4.2589999999999995,1.237,1.014,0.7536,5931,4.259,1.237,1.014,0.7536
507,11499859,16.157,6042.0,4.272,1.197,0.978,0.8029,6042,4.272,1.197,0.978,0.8029
508,5000509,16.682000000000002,5587.0,3.9930000000000003,1.64,0.966,0.3086,5587,3.993,1.64,0.966,0.3086
509,7918172,17.967,5209.0,3.9989999999999997,1.595,0.927,0.3217,5209,3.999,1.595,0.927,0.3217
510,3437785,17.486,5959.0,3.905,1.85,1.002,0.2231,5959,3.905,1.85,1.002,0.2231
511,10404873,14.245,5900.0,4.376,1.025,0.913,1.192,5900,4.376,1.025,0.9129999999999999,1.192
512,11290555,15.922,6029.0,4.383,0.91,0.7290000000000001,1.361,6029,4.383,0.91,0.7290000000000001,1.361
513,11200049,16.084,5794.0,4.369,1.055,0.948,1.138,5794,4.369,1.055,0.948,1.138
514,5271947,18.875999999999998,5806.0,4.353,1.101,0.996,1.052,5806,4.353,1.101,0.996,1.052
515,9673173,13.8,6039.0,4.242,1.278,1.041,0.7019,6039,4.242,1.278,1.041,0.7019
516,9569401,0.0,6040.0,4.289,1.182,0.991,0.8458,6040,4.289,1.182,0.991,0.8458
517,5019736,14.408,5845.0,4.345,1.046,0.884,1.088,5845,4.345,1.046,0.884,1.088
518,10160355,15.232000000000001,5846.0,3.73,2.641,1.364,0.1043,5846,3.73,2.641,1.364,0.1043
519,4750567,0.0,6049.0,4.34,1.088,0.946,1.034,6049,4.34,1.088,0.946,1.034
520,11571404,16.503,6015.0,4.004,1.567,0.904,0.3305,6015,4.004,1.567,0.904,0.3305
521,4555166,15.184000000000001,5405.0,3.8710000000000004,2.075,1.167,0.184,5405,3.871,2.075,1.167,0.184
522,4571573,13.298,5981.0,4.327,1.122,0.976,0.9739,5981,4.327,1.122,0.976,0.9739
523,9137437,12.878,5956.0,4.375,1.0290000000000001,0.917,1.185,5956,4.375,1.029,0.917,1.185
524,7372866,0.0,5999.0,4.292,1.105,0.872,0.9117,5999,4.292,1.105,0.872,0.9117
525,7741084,15.055,5254.0,3.71,2.637,1.301,0.09995,5254,3.71,2.637,1.301,0.09995
526,8684730,18.705,5877.0,3.927,1.963,1.187,0.221,5877,3.927,1.963,1.187,0.221
527,11602328,0.0,5297.0,4.338,1.06,0.8909999999999999,1.055,5297,4.338,1.06,0.8909999999999999,1.055
528,5269651,13.731,5788.0,3.759,1.9780000000000002,0.8190000000000001,0.149,5788,3.759,1.978,0.8190000000000001,0.149
529,5096701,15.359000000000002,5985.0,3.687,2.806,1.398,0.08912,5985,3.687,2.806,1.3980000000000001,0.08912
530,4548654,19.177,5700.0,4.372,0.9470000000000001,0.7709999999999999,1.2770000000000001,5700,4.372,0.947,0.7709999999999999,1.277
531,5861010,16.229,5895.0,4.314,1.159,1.009,0.9139,5895,4.314,1.159,1.0090000000000001,0.9139
532,3448818,20.519000000000002,5993.0,4.016,1.61,0.98,0.3308,5993,4.016,1.61,0.98,0.3308
533,11140232,15.064,5311.0,3.864,1.7690000000000001,0.8340000000000001,0.2122,5311,3.864,1.769,0.8340000000000001,0.2122
534,5783441,19.986,5423.0,4.399,0.998,0.911,1.291,5423,4.399,0.998,0.9109999999999999,1.291
535,10264583,14.579,5692.0,4.388999999999999,1.015,0.921,1.239,5692,4.3889999999999985,1.015,0.9209999999999999,1.239
536,8048003,16.159000000000002,5735.0,4.062,1.392,0.816,0.4262,5735,4.062,1.392,0.816,0.4262
537,11074253,41.283,5472.0,4.337,1.04,0.856,1.073,5472,4.337,1.04,0.856,1.073
538,6468089,11.357000000000001,5933.0,4.294,1.226,1.079,0.8240000000000001,5933,4.294,1.226,1.079,0.8240000000000001
539,5900081,12.229000000000001,6050.0,4.324,1.195,1.097,0.9055,6050,4.324,1.195,1.097,0.9055
540,4759796,13.339,5689.0,4.396,0.995,0.899,1.285,5689,4.396,0.995,0.899,1.285
541,9291569,15.164000000000001,6035.0,4.263999999999999,1.225,1.007,0.7712,6035,4.2639999999999985,1.225,1.0070000000000001,0.7712
542,4908107,16.072,5847.0,3.67,2.87,1.406,0.08373,5847,3.67,2.87,1.406,0.08373
543,8914238,13.517000000000001,5966.0,3.824,2.385,1.381,0.1434,5966,3.824,2.385,1.381,0.1434
544,6791808,13.567,6057.0,4.398,1.01,0.932,1.273,6057,4.398,1.01,0.932,1.273
545,12118443,13.110999999999999,5967.0,4.396,0.945,0.81,1.3519999999999999,5967,4.396,0.945,0.81,1.352
546,5905714,14.106,5655.0,4.394,1.071,1.035,1.187,5655,4.394,1.071,1.035,1.187
547,5164924,12.015999999999998,5688.0,4.283,1.109,0.86,0.8888,5688,4.283,1.109,0.86,0.8888
548,6463499,12.038,5780.0,3.7289999999999996,2.478,1.2009999999999998,0.1112,5780,3.729,2.478,1.2009999999999998,0.1112
549,11857920,22.478,5508.0,4.3580000000000005,1.022,0.868,1.147,5508,4.3580000000000005,1.022,0.868,1.147
550,11443087,15.298,5937.0,4.064,1.5030000000000001,0.955,0.3959,5937,4.064,1.503,0.955,0.3959
551,9508996,15.600999999999999,5941.0,4.3069999999999995,1.263,1.182,0.8263,5941,4.307,1.263,1.182,0.8263
552,11751202,13.784,5219.0,4.033,1.544,0.939,0.3594,5219,4.033,1.544,0.9390000000000001,0.3594
553,9334867,15.475,6038.0,4.284,1.1909999999999998,0.995,0.8298,6038,4.284,1.1909999999999998,0.995,0.8298
554,6867032,12.87,5559.0,3.968,1.617,0.8859999999999999,0.2951,5559,3.968,1.617,0.8859999999999999,0.2951
555,10734703,16.179000000000002,5969.0,4.365,1.189,1.197,1.003,5969,4.365,1.189,1.197,1.003
556,8129352,0.0,5553.0,3.826,1.96,0.939,0.1756,5553,3.826,1.96,0.9390000000000001,0.1756
557,8329496,0.0,5470.0,3.772,2.12,0.97,0.1433,5470,3.772,2.12,0.97,0.1433
558,5854038,18.229,5945.0,4.128,1.381,0.934,0.4996,5945,4.128,1.381,0.934,0.4996
559,7677340,11.288,6017.0,4.31,1.177,1.031,0.8898,6017,4.31,1.177,1.031,0.8898
560,4861991,7.609,5996.0,4.217,1.285,0.993,0.66,5996,4.217,1.285,0.993,0.66
561,11244547,16.718,5635.0,4.295,1.173,0.989,0.8629,5635,4.295,1.173,0.9890000000000001,0.8629
562,7953766,17.375,5766.0,4.32,1.013,0.7809999999999999,1.0590000000000002,5766,4.32,1.013,0.7809999999999999,1.0590000000000002
563,6964343,12.554,5782.0,4.282,1.141,0.908,0.8622,5782,4.282,1.141,0.9079999999999999,0.8622
564,10490960,2.841,5897.0,4.2780000000000005,1.196,0.99,0.8155,5897,4.2780000000000005,1.196,0.99,0.8155
565,10354861,47.297,5552.0,4.372,0.97,0.81,1.249,5552,4.372,0.97,0.81,1.249
566,9349757,15.734000000000002,5574.0,4.332,1.1,0.948,1.004,5574,4.332,1.1,0.948,1.004
567,3642564,13.133,6007.0,4.105,1.403,0.915,0.4662,6007,4.105,1.403,0.915,0.4662
568,3342794,7.811,5845.0,4.2,1.314,0.998,0.6194,5845,4.2,1.314,0.998,0.6194
569,8885226,19.348,5825.0,4.29,1.187,1.001,0.8426,5825,4.29,1.187,1.001,0.8426
570,9279765,0.0,5307.0,3.912,1.8,0.964,0.2327,5307,3.912,1.8,0.9640000000000001,0.2327
571,9641657,46.147,5338.0,4.39,0.9740000000000001,0.8490000000000001,1.2930000000000001,5338,4.39,0.974,0.8490000000000001,1.293
572,7547448,13.167,5620.0,4.354,0.987,0.8029999999999999,1.175,5620,4.354,0.987,0.8029999999999999,1.175
573,12266454,0.0,5666.0,4.365,1.025,0.888,1.161,5666,4.365,1.025,0.888,1.161
574,11038123,11.992,5282.0,3.93,1.673,0.871,0.2618,5282,3.93,1.673,0.871,0.2618
575,3626665,44.6,6008.0,3.8989999999999996,1.88,1.021,0.2166,6008,3.899,1.88,1.021,0.2166
576,4043166,0.0,5795.0,4.231,1.175,0.858,0.7441,5795,4.231,1.175,0.858,0.7441
577,5353874,20.129,5763.0,4.188,1.3619999999999999,1.043,0.5815,5763,4.188,1.362,1.043,0.5815
578,9278084,16.980999999999998,5702.0,4.334,1.051,0.871,1.055,5702,4.334,1.051,0.871,1.055
579,6125921,15.341,5792.0,4.215,1.235,0.912,0.6823,5792,4.215,1.235,0.912,0.6823
580,5821550,10.759,5922.0,4.258,1.187,0.93,0.7835,5922,4.258,1.187,0.93,0.7835
581,2018619,18.325,5597.0,4.163,1.419,1.068,0.5261,5597,4.163,1.419,1.068,0.5261
582,5354631,22.038,5456.0,3.656,2.533,1.058,0.09178,5456,3.656,2.533,1.058,0.09178
583,8481416,11.982000000000001,5922.0,4.398,1.057,1.019,1.216,5922,4.398,1.057,1.0190000000000001,1.216
584,6059988,17.597,5783.0,4.277,1.147,0.909,0.8482,5783,4.277,1.147,0.909,0.8482
585,3529147,14.359000000000002,5899.0,4.367,1.052,0.941,1.137,5899,4.367,1.052,0.941,1.137
586,3324568,43.946000000000005,6026.0,4.271,1.173,0.935,0.8165,6026,4.271,1.173,0.935,0.8165
587,4456150,7.297000000000001,5878.0,4.309,1.157,0.996,0.9049,5878,4.309,1.157,0.996,0.9049
588,4768279,17.559,5940.0,3.8760000000000003,2.105,1.213,0.1831,5940,3.876,2.105,1.213,0.1831
589,12506744,17.266,6003.0,4.346,1.085,0.954,1.051,6003,4.346,1.085,0.9540000000000001,1.051
590,12252617,15.867,5872.0,3.8939999999999997,2.024,1.171,0.19899999999999998,5872,3.894,2.024,1.171,0.199
591,11014767,28.197,5817.0,3.9360000000000004,1.71,0.921,0.2593,5817,3.936,1.71,0.9209999999999999,0.2593
592,10684371,13.944,5821.0,3.958,1.556,0.8009999999999999,0.2997,5821,3.958,1.556,0.8009999999999999,0.2997
593,8081256,16.965,5944.0,3.9560000000000004,1.831,1.106,0.2536,5944,3.956,1.831,1.1059999999999999,0.2536
594,3113630,4.956,6022.0,3.7310000000000003,2.582,1.311,0.1073,6022,3.731,2.582,1.311,0.1073
595,5005751,12.905,6003.0,4.263999999999999,1.129,0.8540000000000001,0.8348,6003,4.2639999999999985,1.129,0.8540000000000001,0.8348
596,7761055,15.645999999999999,5884.0,4.103,1.683,1.3090000000000002,0.3865,5884,4.103,1.683,1.3090000000000002,0.3865
597,4907266,16.307000000000002,5962.0,4.238,1.3659999999999999,1.179,0.6506,5962,4.238,1.366,1.179,0.6506
598,9447625,0.0,6053.0,4.3919999999999995,1.077,1.041,1.175,6053,4.392,1.077,1.041,1.175
599,8261336,16.378,5792.0,4.388,0.9670000000000001,0.8340000000000001,1.298,5792,4.388,0.967,0.8340000000000001,1.298
600,9142010,15.633,5733.0,4.342,1.069,0.918,1.057,5733,4.342,1.069,0.9179999999999999,1.057
601,10122003,17.94,5649.0,4.293,1.1179999999999999,0.8959999999999999,0.9025,5649,4.293,1.118,0.8959999999999999,0.9025
602,9027846,15.968,6024.0,4.373,1.013,0.883,1.197,6024,4.373,1.013,0.883,1.197
603,8639332,13.789000000000001,5710.0,3.9189999999999996,1.946,1.147,0.2191,5710,3.919,1.946,1.147,0.2191
604,6110128,0.0,5775.0,4.396,1.0390000000000001,0.98,1.2309999999999999,5775,4.396,1.039,0.98,1.231
605,8591424,0.0,5601.0,4.01,1.649,1.014,0.3187,5601,4.01,1.649,1.014,0.3187
606,11621155,15.045,6008.0,4.243,1.253,1.002,0.7181,6008,4.243,1.253,1.002,0.7181
607,6293199,0.0,5504.0,3.8110000000000004,1.838,0.797,0.1809,5504,3.811,1.838,0.797,0.1809
608,6509581,14.79,5775.0,4.362,1.079,0.977,1.095,5775,4.362,1.079,0.977,1.095
609,8182091,22.95,5712.0,4.388,0.988,0.87,1.271,5712,4.388,0.988,0.87,1.271
610,9828294,50.096000000000004,5377.0,3.8489999999999998,2.189,1.235,0.1658,5377,3.849,2.189,1.235,0.1658
611,11958479,10.124,5747.0,4.387,0.976,0.847,1.284,5747,4.387,0.976,0.847,1.284
612,8214403,0.0,5228.0,3.696,2.608,1.232,0.09783,5228,3.696,2.608,1.232,0.09783
613,5344310,0.0,5588.0,4.328,1.089,0.92,1.003,5588,4.328,1.089,0.92,1.003
614,10420475,40.707,6025.0,3.945,1.8969999999999998,1.156,0.2386,6025,3.945,1.897,1.156,0.2386
615,10718221,12.575999999999999,5947.0,3.992,1.766,1.117,0.2858,5947,3.992,1.766,1.117,0.2858
616,5306664,14.123,5876.0,4.319,1.094,0.91,0.9777,5876,4.319,1.094,0.91,0.9777
617,5511081,10.113,5951.0,4.0169999999999995,1.693,1.086,0.3154,5951,4.017,1.693,1.0859999999999999,0.3154
618,9412189,11.784,5696.0,4.349,1.028,0.862,1.117,5696,4.349,1.028,0.862,1.117
619,4356698,19.921,5492.0,4.3580000000000005,1.003,0.8370000000000001,1.167,5492,4.3580000000000005,1.003,0.8370000000000001,1.167
620,7886424,19.136,5323.0,3.6910000000000003,2.35,0.988,0.1072,5323,3.691,2.35,0.988,0.1072
621,9813473,9.07,5846.0,4.37,1.034,0.915,1.1640000000000001,5846,4.37,1.034,0.915,1.164
622,4727174,0.0,5908.0,4.313,1.196,1.071,0.8824,5908,4.313,1.196,1.071,0.8824
623,3762671,0.0,5516.0,4.373,0.976,0.8190000000000001,1.242,5516,4.373,0.976,0.8190000000000001,1.242
624,7660779,0.0,5704.0,4.26,1.114,0.823,0.8390000000000001,5704,4.26,1.114,0.823,0.8390000000000001
625,4842459,17.589000000000002,5578.0,4.3069999999999995,1.0759999999999998,0.856,0.9672,5578,4.307,1.0759999999999998,0.856,0.9672
626,12218985,14.126,5900.0,3.641,2.559,1.044,0.08772999999999999,5900,3.641,2.559,1.044,0.08772999999999999
627,6922277,18.622,6046.0,4.349,1.06,0.916,1.084,6046,4.349,1.06,0.9159999999999999,1.084
628,7381225,14.447000000000001,5380.0,4.176,1.3030000000000002,0.929,0.5918,5380,4.176,1.3030000000000002,0.929,0.5918
629,4636995,16.088,5712.0,3.793,2.122,1.02,0.1503,5712,3.793,2.122,1.02,0.1503
630,11913722,19.217,5899.0,4.287,1.099,0.853,0.9047,5899,4.287,1.099,0.853,0.9047
631,6437057,13.754000000000001,6032.0,4.397,1.147,1.203,1.122,6032,4.397,1.147,1.203,1.122
632,8702647,14.82,5947.0,4.195,1.286,0.947,0.6273,5947,4.195,1.286,0.9470000000000001,0.6273
633,9752863,42.185,5327.0,3.6710000000000003,2.329,0.928,0.1034,5327,3.671,2.329,0.9279999999999999,0.1034
634,8590546,0.0,6045.0,4.327,1.143,1.012,0.9541,6045,4.327,1.143,1.012,0.9541
635,5109309,17.704,5734.0,4.3389999999999995,1.0659999999999998,0.904,1.052,5734,4.339,1.0659999999999998,0.904,1.052
636,5641000,10.788,5811.0,4.115,1.483,1.045,0.4513,5811,4.115,1.483,1.045,0.4513
637,12152537,15.097000000000001,5843.0,4.338,1.089,0.943,1.0270000000000001,5843,4.338,1.089,0.943,1.027
638,4172574,17.96,5936.0,4.334,1.07,0.9,1.036,5936,4.334,1.07,0.9,1.036
639,5273519,13.974,5700.0,4.388,0.99,0.8740000000000001,1.2670000000000001,5700,4.388,0.99,0.8740000000000001,1.267
640,10145773,8.542,5705.0,4.265,1.234,1.021,0.7663,5705,4.265,1.234,1.021,0.7663
641,5480328,16.882,5655.0,3.8539999999999996,2.066,1.113,0.1776,5655,3.854,2.066,1.113,0.1776
642,5395681,13.880999999999998,5891.0,4.388,0.9490000000000001,0.802,1.3219999999999998,5891,4.388,0.949,0.802,1.3219999999999998
643,8057543,17.059,6052.0,4.368,1.0390000000000001,0.92,1.155,6052,4.368,1.039,0.92,1.155
644,3837275,13.741,5922.0,4.364,1.023,0.882,1.161,5922,4.364,1.023,0.882,1.161
645,8782055,14.925999999999998,6047.0,3.735,2.648,1.39,0.1054,6047,3.735,2.648,1.39,0.1054
646,7908531,12.977,5605.0,4.31,1.074,0.8590000000000001,0.9774,5605,4.31,1.074,0.8590000000000001,0.9774
647,9995771,15.017999999999999,5807.0,4.316,1.133,0.969,0.9383,5807,4.316,1.133,0.9690000000000001,0.9383
648,8972493,21.546999999999997,5808.0,4.388999999999999,1.058,0.999,1.189,5808,4.3889999999999985,1.058,0.9990000000000001,1.189
649,10035635,33.948,5903.0,4.298,1.0390000000000001,0.7809999999999999,0.981,5903,4.298,1.039,0.7809999999999999,0.981
650,8265199,0.0,5408.0,3.772,2.217,1.062,0.1372,5408,3.772,2.217,1.062,0.1372
651,3735634,9.39,5699.0,4.192,1.215,0.838,0.6577,5699,4.192,1.215,0.838,0.6577
652,5716330,11.597999999999999,5952.0,4.227,1.304,1.046,0.664,5952,4.227,1.304,1.046,0.664
653,7733614,10.414000000000001,5657.0,4.343999999999999,1.044,0.877,1.085,5657,4.3439999999999985,1.044,0.877,1.085
654,7429981,17.884,5933.0,4.374,1.034,0.924,1.177,5933,4.374,1.034,0.924,1.177
655,10449601,14.38,6050.0,4.355,1.12,1.035,1.038,6050,4.355,1.12,1.035,1.038
656,3527398,18.059,5346.0,3.988,1.665,0.984,0.3001,5346,3.988,1.665,0.9840000000000001,0.3001
657,5871653,11.023,5571.0,4.022,1.483,0.845,0.365,5571,4.022,1.483,0.845,0.365
658,5344592,0.0,5995.0,4.373,1.0070000000000001,0.873,1.205,5995,4.373,1.007,0.873,1.205
659,9532845,33.902,5346.0,4.0,1.564,0.893,0.3288,5346,4.0,1.564,0.893,0.3288
660,5374789,3.883,5941.0,4.357,1.113,1.026,1.048,5941,4.357,1.113,1.026,1.048
661,5171167,13.887,5861.0,4.263,1.189,0.947,0.7923,5861,4.263,1.189,0.9470000000000001,0.7923
662,8496484,22.877,5573.0,3.917,1.639,0.81,0.259,5573,3.917,1.639,0.81,0.259
663,5120654,16.672,5632.0,4.354,0.986,0.8,1.177,5632,4.354,0.986,0.8,1.177
664,3248860,13.757,6040.0,4.002,1.7830000000000001,1.166,0.2897,6040,4.002,1.783,1.166,0.2897
665,8867572,16.076,5854.0,4.375,1.034,0.926,1.179,5854,4.375,1.034,0.9259999999999999,1.179
666,7516073,16.185,5786.0,4.155,1.3880000000000001,1.003,0.528,5786,4.155,1.388,1.003,0.528
667,2974741,15.747,5845.0,4.39,1.052,0.991,1.198,5845,4.39,1.052,0.991,1.198
668,10796226,17.754,5473.0,4.334,1.072,0.904,1.034,5473,4.334,1.072,0.904,1.034
669,11507400,16.105,5551.0,3.793,2.22,1.118,0.1438,5551,3.793,2.22,1.1179999999999999,0.1438
670,11713414,9.105,5974.0,3.88,2.029,1.139,0.1919,5974,3.88,2.029,1.139,0.1919
671,5301565,14.545,5544.0,4.335,1.053,0.8740000000000001,1.055,5544,4.335,1.053,0.8740000000000001,1.055
672,10450522,17.817999999999998,5991.0,4.083,1.5,0.995,0.4151,5991,4.083,1.5,0.995,0.4151
673,4672403,30.406,5791.0,3.9819999999999998,1.814,1.152,0.2719,5791,3.982,1.814,1.1520000000000001,0.2719
674,6761777,14.273,5741.0,3.997,1.746,1.105,0.2922,5741,3.997,1.746,1.105,0.2922
675,12011069,39.189,5768.0,4.3580000000000005,1.067,0.946,1.097,5768,4.3580000000000005,1.067,0.946,1.097
676,10591797,10.272,5952.0,3.759,2.57,1.381,0.1146,5952,3.759,2.57,1.381,0.1146
677,11661685,18.005,5967.0,3.76,2.559,1.374,0.1155,5967,3.76,2.559,1.374,0.1155
678,7373483,9.873,5984.0,4.3839999999999995,1.044,0.965,1.193,5984,4.384,1.044,0.965,1.193
679,3854949,14.812000000000001,5767.0,4.3069999999999995,1.22,1.101,0.853,5767,4.307,1.22,1.101,0.853
680,7540808,23.909000000000002,5934.0,3.819,2.241,1.206,0.151,5934,3.819,2.241,1.206,0.151
681,5219915,15.481,5772.0,4.397,0.99,0.892,1.296,5772,4.397,0.99,0.892,1.296
682,4912589,11.225,5757.0,4.1339999999999995,1.345,0.898,0.5201,5757,4.134,1.345,0.898,0.5201
683,7034723,47.631,5768.0,4.398,0.98,0.877,1.311,5768,4.398,0.98,0.877,1.311
684,9513745,24.575,5350.0,4.388999999999999,0.973,0.847,1.294,5350,4.3889999999999985,0.973,0.847,1.294
685,1576662,12.362,5846.0,3.73,2.641,1.364,0.1043,5846,3.73,2.641,1.364,0.1043
686,11404451,15.264000000000001,5643.0,4.32,1.18,1.06,0.9093,5643,4.32,1.18,1.06,0.9093
687,11768317,16.9,5899.0,3.7680000000000002,2.33,1.159,0.1291,5899,3.768,2.33,1.159,0.1291
688,3744009,16.86,5767.0,4.082,1.4969999999999999,0.987,0.4145,5767,4.082,1.497,0.987,0.4145
689,10352941,15.152999999999999,5611.0,4.333,1.07,0.897,1.033,5611,4.333,1.07,0.897,1.033
690,5221138,18.76,5317.0,3.77,1.946,0.812,0.1553,5317,3.77,1.946,0.812,0.1553
691,6548359,5.471,5680.0,3.895,2.125,1.2919999999999998,0.1897,5680,3.895,2.125,1.2919999999999998,0.1897
692,9835525,0.0,5226.0,3.969,1.633,0.906,0.2928,5226,3.969,1.633,0.9059999999999999,0.2928
693,10854941,17.099,5884.0,4.235,1.272,1.015,0.6946,5884,4.235,1.272,1.015,0.6946
694,6669107,18.333,5984.0,3.9739999999999998,1.911,1.255,0.2532,5984,3.974,1.911,1.255,0.2532
695,6102826,18.026,5845.0,3.9410000000000003,1.818,1.053,0.2466,5845,3.941,1.818,1.053,0.2466
696,6671492,17.913,5896.0,3.819,2.3819999999999997,1.3630000000000002,0.142,5896,3.819,2.382,1.3630000000000002,0.142
697,8289822,21.928,5765.0,4.1610000000000005,1.3259999999999998,0.93,0.5616,5765,4.1610000000000005,1.3259999999999998,0.93,0.5616
698,6526427,16.72,5968.0,4.03,1.8730000000000002,1.369,0.2937,5968,4.03,1.873,1.369,0.2937
699,8315266,40.63,6031.0,4.085,1.43,0.907,0.4368,6031,4.085,1.43,0.907,0.4368
700,6950934,10.748,5458.0,4.375,1.028,0.914,1.186,5458,4.375,1.028,0.914,1.186
701,10935147,20.8,5322.0,3.787,2.004,0.8959999999999999,0.1569,5322,3.787,2.004,0.8959999999999999,0.1569
702,4447115,17.682000000000002,5721.0,4.227,1.178,0.8540000000000001,0.7349,5721,4.227,1.178,0.8540000000000001,0.7349
703,10515602,16.862000000000002,5375.0,4.382,0.981,0.847,1.263,5375,4.382,0.981,0.847,1.263
704,6837722,8.666,5865.0,3.8739999999999997,2.061,1.161,0.1869,5865,3.874,2.061,1.161,0.1869
705,11245226,15.615,6030.0,4.316,1.1520000000000001,1.0,0.922,6030,4.316,1.152,1.0,0.922
706,11553836,16.539,5248.0,3.677,2.405,1.004,0.1017,5248,3.677,2.405,1.004,0.1017
707,3101707,0.0,5286.0,4.363,1.021,0.878,1.161,5286,4.363,1.021,0.878,1.161
708,11968301,15.821,5798.0,3.866,2.089,1.17,0.1809,5798,3.866,2.089,1.17,0.1809
709,10031964,15.828,5778.0,4.282,1.13,0.892,0.8707,5778,4.282,1.13,0.892,0.8707
710,4833352,15.859000000000002,5902.0,4.399,1.0290000000000001,0.968,1.251,5902,4.399,1.029,0.968,1.251
711,11357555,20.051,6011.0,4.378,1.0170000000000001,0.9,1.205,6011,4.378,1.017,0.9,1.205
712,10604174,17.936,5877.0,3.9410000000000003,1.841,1.079,0.2436,5877,3.941,1.841,1.079,0.2436
713,9344234,41.043,5953.0,4.388,0.965,0.828,1.3,5953,4.388,0.965,0.828,1.3
714,6106748,0.0,5550.0,4.353,1.0759999999999998,0.952,1.0759999999999998,5550,4.353,1.0759999999999998,0.9520000000000001,1.0759999999999998
715,9631285,0.0,5872.0,4.3660000000000005,0.9990000000000001,0.845,1.194,5872,4.3660000000000005,0.999,0.845,1.194
716,3626433,6.3660000000000005,5899.0,4.127,1.3769999999999998,0.926,0.4993,5899,4.127,1.3769999999999998,0.9259999999999999,0.4993
717,5302560,16.565,5628.0,4.302,1.186,1.03,0.8689,5628,4.302,1.186,1.03,0.8689
718,9335664,11.169,6003.0,4.374,1.048,0.948,1.16,6003,4.374,1.048,0.948,1.16
719,9970807,13.674000000000001,5970.0,4.33,0.9890000000000001,0.762,1.112,5970,4.33,0.989,0.762,1.112
720,6289134,36.878,5500.0,4.397,0.94,0.804,1.364,5500,4.397,0.94,0.804,1.364
721,3424056,10.845,6008.0,4.373,1.062,0.972,1.143,6008,4.373,1.062,0.972,1.143
722,5636871,21.996,5528.0,4.3,1.0959999999999999,0.8740000000000001,0.9361,5528,4.3,1.096,0.8740000000000001,0.9361
723,6288960,18.051,5541.0,4.3919999999999995,0.975,0.856,1.3,5541,4.392,0.975,0.856,1.3
724,8844456,14.232000000000001,5979.0,4.249,1.34,1.164,0.6821,5979,4.249,1.34,1.1640000000000001,0.6821
725,9603445,41.852,5812.0,4.359,0.972,0.7859999999999999,1.205,5812,4.359,0.972,0.7859999999999999,1.205
726,11133464,15.075999999999999,5381.0,3.8560000000000003,1.7819999999999998,0.831,0.2067,5381,3.856,1.7819999999999998,0.831,0.2067
